Year,Statistische Region,Nationalität,Schulform,Units,GeoCode,Value
2012,Niedersachsen,Ausländerinnen und Ausländer,Realschule,Anzahl,SR0,1753.0
2011,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Realschule,Anzahl,SR031,399.0
2011,Statistische Region Hannover,Ausländerinnen und Ausländer,Realschule,Anzahl,SR032,667.0
2011,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Realschule,Anzahl,SR033,288.0
2011,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Realschule,Anzahl,SR034,537.0
2011,Niedersachsen,Ausländerinnen und Ausländer,Realschule,Anzahl,SR0,14489.0
2010,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Realschule,Anzahl,SR031,391.0
2010,Statistische Region Hannover,Ausländerinnen und Ausländer,Realschule,Anzahl,SR032,684.0
2010,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Realschule,Anzahl,SR033,271.0
2010,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Realschule,Anzahl,SR034,483.0
2010,Niedersachsen,Ausländerinnen und Ausländer,Realschule,Anzahl,SR0,1829.0
2005,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Realschule,Anzahl,SR031,418.0
2005,Statistische Region Hannover,Ausländerinnen und Ausländer,Realschule,Anzahl,SR032,758.0
2005,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Realschule,Anzahl,SR033,269.0
2005,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Realschule,Anzahl,SR034,455.0
2005,Niedersachsen,Ausländerinnen und Ausländer,Realschule,Anzahl,SR0,1900.0
2021,Statistische Region Braunschweig,Deutsche,Oberschule,Anzahl,SR031,1453.0
2021,Statistische Region Hannover,Deutsche,Oberschule,Anzahl,SR032,2549.0
2021,Statistische Region Lüneburg,Deutsche,Oberschule,Anzahl,SR033,4678.0
2021,Statistische Region Weser-Ems,Deutsche,Oberschule,Anzahl,SR034,7007.0
2021,Niedersachsen,Deutsche,Oberschule,Anzahl,SR0,15687.0
2020,Statistische Region Braunschweig,Deutsche,Oberschule,Anzahl,SR031,1361.0
2020,Statistische Region Hannover,Deutsche,Oberschule,Anzahl,SR032,2500.0
2020,Statistische Region Lüneburg,Deutsche,Oberschule,Anzahl,SR033,4606.0
2020,Statistische Region Weser-Ems,Deutsche,Oberschule,Anzahl,SR034,7108.0
2020,Niedersachsen,Deutsche,Oberschule,Anzahl,SR0,15575.0
2019,Statistische Region Braunschweig,Deutsche,Oberschule,Anzahl,SR031,1426.0
2019,Statistische Region Hannover,Deutsche,Oberschule,Anzahl,SR032,2379.0
2019,Statistische Region Lüneburg,Deutsche,Oberschule,Anzahl,SR033,4863.0
2019,Statistische Region Weser-Ems,Deutsche,Oberschule,Anzahl,SR034,7919.0
2019,Niedersachsen,Deutsche,Oberschule,Anzahl,SR0,16198.0
2018,Statistische Region Braunschweig,Deutsche,Oberschule,Anzahl,SR031,1402.0
2018,Statistische Region Hannover,Deutsche,Oberschule,Anzahl,SR032,2437.0
2018,Statistische Region Lüneburg,Deutsche,Oberschule,Anzahl,SR033,4997.0
2018,Statistische Region Weser-Ems,Deutsche,Oberschule,Anzahl,SR034,7673.0
2018,Niedersachsen,Deutsche,Oberschule,Anzahl,SR0,16509.0
2017,Statistische Region Braunschweig,Deutsche,Oberschule,Anzahl,SR031,1540.0
2017,Statistische Region Hannover,Deutsche,Oberschule,Anzahl,SR032,2257.0
2017,Statistische Region Lüneburg,Deutsche,Oberschule,Anzahl,SR033,4981.0
2017,Statistische Region Weser-Ems,Deutsche,Oberschule,Anzahl,SR034,7439.0
2017,Niedersachsen,Deutsche,Oberschule,Anzahl,SR0,16217.0
2016,Statistische Region Braunschweig,Deutsche,Oberschule,Anzahl,SR031,1433.0
2016,Statistische Region Hannover,Deutsche,Oberschule,Anzahl,SR032,2140.0
2016,Statistische Region Lüneburg,Deutsche,Oberschule,Anzahl,SR033,4872.0
2016,Statistische Region Weser-Ems,Deutsche,Oberschule,Anzahl,SR034,6651.0
2016,Niedersachsen,Deutsche,Oberschule,Anzahl,SR0,15096.0
2015,Statistische Region Braunschweig,Deutsche,Oberschule,Anzahl,SR031,1421.0
2015,Statistische Region Hannover,Deutsche,Oberschule,Anzahl,SR032,2152.0
2015,Statistische Region Lüneburg,Deutsche,Oberschule,Anzahl,SR033,4759.0
2015,Statistische Region Weser-Ems,Deutsche,Oberschule,Anzahl,SR034,6198.0
2015,Niedersachsen,Deutsche,Oberschule,Anzahl,SR0,14530.0
2014,Statistische Region Braunschweig,Deutsche,Oberschule,Anzahl,SR031,1011.0
2014,Statistische Region Hannover,Deutsche,Oberschule,Anzahl,SR032,1507.0
2014,Statistische Region Lüneburg,Deutsche,Oberschule,Anzahl,SR033,2990.0
2014,Statistische Region Weser-Ems,Deutsche,Oberschule,Anzahl,SR034,4094.0
2014,Niedersachsen,Deutsche,Oberschule,Anzahl,SR0,9602.0
2013,Statistische Region Braunschweig,Deutsche,Oberschule,Anzahl,SR031,
2013,Statistische Region Hannover,Deutsche,Oberschule,Anzahl,SR032,
2013,Statistische Region Lüneburg,Deutsche,Oberschule,Anzahl,SR033,
2013,Statistische Region Weser-Ems,Deutsche,Oberschule,Anzahl,SR034,
2013,Niedersachsen,Deutsche,Oberschule,Anzahl,SR0,
2012,Statistische Region Braunschweig,Deutsche,Oberschule,Anzahl,SR031,
2012,Statistische Region Hannover,Deutsche,Oberschule,Anzahl,SR032,
2012,Statistische Region Lüneburg,Deutsche,Oberschule,Anzahl,SR033,
2012,Statistische Region Weser-Ems,Deutsche,Oberschule,Anzahl,SR034,
2012,Niedersachsen,Deutsche,Oberschule,Anzahl,SR0,
2011,Statistische Region Braunschweig,Deutsche,Oberschule,Anzahl,SR031,
2011,Statistische Region Hannover,Deutsche,Oberschule,Anzahl,SR032,
2011,Statistische Region Lüneburg,Deutsche,Oberschule,Anzahl,SR033,
2011,Statistische Region Weser-Ems,Deutsche,Oberschule,Anzahl,SR034,
2011,Niedersachsen,Deutsche,Oberschule,Anzahl,SR0,
2010,Statistische Region Braunschweig,Deutsche,Oberschule,Anzahl,SR031,
2010,Statistische Region Hannover,Deutsche,Oberschule,Anzahl,SR032,
2010,Statistische Region Lüneburg,Deutsche,Oberschule,Anzahl,SR033,
2010,Statistische Region Weser-Ems,Deutsche,Oberschule,Anzahl,SR034,
2010,Niedersachsen,Deutsche,Oberschule,Anzahl,SR0,
2005,Statistische Region Braunschweig,Deutsche,Oberschule,Anzahl,SR031,
2005,Statistische Region Hannover,Deutsche,Oberschule,Anzahl,SR032,
2005,Statistische Region Lüneburg,Deutsche,Oberschule,Anzahl,SR033,
2005,Statistische Region Weser-Ems,Deutsche,Oberschule,Anzahl,SR034,
2005,Niedersachsen,Deutsche,Oberschule,Anzahl,SR0,
2021,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR031,189.0
2021,Statistische Region Hannover,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR032,644.0
2021,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR033,610.0
2021,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR034,1485.0
2021,Niedersachsen,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR0,2928.0
2020,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR031,208.0
2020,Statistische Region Hannover,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR032,589.0
2020,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR033,619.0
2020,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR034,1368.0
2020,Niedersachsen,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR0,2784.0
2019,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR031,195.0
2019,Statistische Region Hannover,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR032,588.0
2019,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR033,566.0
2019,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR034,283.0
2019,Niedersachsen,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR0,2629.0
2018,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR031,198.0
2018,Statistische Region Hannover,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR032,406.0
2018,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR033,546.0
2018,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR034,1064.0
2018,Niedersachsen,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR0,2214.0
2017,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR031,170.0
2017,Statistische Region Hannover,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR032,379.0
2017,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR033,453.0
2017,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR034,956.0
2017,Niedersachsen,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR0,1958.0
2016,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR031,130.0
2016,Statistische Region Hannover,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR032,254.0
2016,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR033,356.0
2016,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR034,675.0
2016,Niedersachsen,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR0,1415.0
2015,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR031,77.0
2015,Statistische Region Hannover,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR032,219.0
2015,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR033,257.0
2015,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR034,459.0
2015,Niedersachsen,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR0,1012.0
2014,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR031,36.0
2014,Statistische Region Hannover,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR032,126.0
2014,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR033,120.0
2014,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR034,218.0
2014,Niedersachsen,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR0,500.0
2013,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR031,
2013,Statistische Region Hannover,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR032,
2013,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR033,
2013,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR034,
2013,Niedersachsen,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR0,
2012,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR031,
2012,Statistische Region Hannover,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR032,
2012,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR033,
2012,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR034,
2012,Niedersachsen,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR0,
2011,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR031,
2011,Statistische Region Hannover,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR032,
2011,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR033,
2011,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR034,
2011,Niedersachsen,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR0,
2010,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR031,
2010,Statistische Region Hannover,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR032,
2010,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR033,
2010,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR034,
2010,Niedersachsen,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR0,
2005,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR031,
2005,Statistische Region Hannover,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR032,
2005,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR033,
2005,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR034,
2005,Niedersachsen,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR0,
2021,Statistische Region Braunschweig,Deutsche,Gymnasium,Anzahl,SR031,5408.0
2021,Statistische Region Hannover,Deutsche,Gymnasium,Anzahl,SR032,8027.0
2021,Statistische Region Lüneburg,Deutsche,Gymnasium,Anzahl,SR033,6199.0
2021,Statistische Region Weser-Ems,Deutsche,Gymnasium,Anzahl,SR034,8104.0
2021,Niedersachsen,Deutsche,Gymnasium,Anzahl,SR0,27738.0
2020,Statistische Region Braunschweig,Deutsche,Gymnasium,Anzahl,SR031,5136.0
2020,Statistische Region Hannover,Deutsche,Gymnasium,Anzahl,SR032,6832.0
2020,Statistische Region Lüneburg,Deutsche,Gymnasium,Anzahl,SR033,5678.0
2020,Statistische Region Weser-Ems,Deutsche,Gymnasium,Anzahl,SR034,7721.0
2020,Niedersachsen,Deutsche,Gymnasium,Anzahl,SR0,25367.0
2019,Statistische Region Braunschweig,Deutsche,Gymnasium,Anzahl,SR031,5167.0
2019,Statistische Region Hannover,Deutsche,Gymnasium,Anzahl,SR032,7030.0
2019,Statistische Region Lüneburg,Deutsche,Gymnasium,Anzahl,SR033,5766.0
2019,Statistische Region Weser-Ems,Deutsche,Gymnasium,Anzahl,SR034,7919.0
2019,Niedersachsen,Deutsche,Gymnasium,Anzahl,SR0,25882.0
2018,Statistische Region Braunschweig,Deutsche,Gymnasium,Anzahl,SR031,5496.0
2018,Statistische Region Hannover,Deutsche,Gymnasium,Anzahl,SR032,7927.0
2018,Statistische Region Lüneburg,Deutsche,Gymnasium,Anzahl,SR033,6490.0
2018,Statistische Region Weser-Ems,Deutsche,Gymnasium,Anzahl,SR034,8930.0
2018,Niedersachsen,Deutsche,Gymnasium,Anzahl,SR0,28843.0
2017,Statistische Region Braunschweig,Deutsche,Gymnasium,Anzahl,SR031,5394.0
2017,Statistische Region Hannover,Deutsche,Gymnasium,Anzahl,SR032,7922.0
2017,Statistische Region Lüneburg,Deutsche,Gymnasium,Anzahl,SR033,6726.0
2017,Statistische Region Weser-Ems,Deutsche,Gymnasium,Anzahl,SR034,8876.0
2017,Niedersachsen,Deutsche,Gymnasium,Anzahl,SR0,28918.0
2016,Statistische Region Braunschweig,Deutsche,Gymnasium,Anzahl,SR031,5404.0
2016,Statistische Region Hannover,Deutsche,Gymnasium,Anzahl,SR032,7807.0
2016,Statistische Region Lüneburg,Deutsche,Gymnasium,Anzahl,SR033,6375.0
2016,Statistische Region Weser-Ems,Deutsche,Gymnasium,Anzahl,SR034,8696.0
2016,Niedersachsen,Deutsche,Gymnasium,Anzahl,SR0,28365.0
2015,Statistische Region Braunschweig,Deutsche,Gymnasium,Anzahl,SR031,5394.0
2015,Statistische Region Hannover,Deutsche,Gymnasium,Anzahl,SR032,7832.0
2015,Statistische Region Lüneburg,Deutsche,Gymnasium,Anzahl,SR033,6581.0
2015,Statistische Region Weser-Ems,Deutsche,Gymnasium,Anzahl,SR034,8818.0
2015,Niedersachsen,Deutsche,Gymnasium,Anzahl,SR0,28664.0
2014,Statistische Region Braunschweig,Deutsche,Gymnasium,Anzahl,SR031,5718.0
2014,Statistische Region Hannover,Deutsche,Gymnasium,Anzahl,SR032,7851.0
2014,Statistische Region Lüneburg,Deutsche,Gymnasium,Anzahl,SR033,6681.0
2014,Statistische Region Weser-Ems,Deutsche,Gymnasium,Anzahl,SR034,8859.0
2014,Niedersachsen,Deutsche,Gymnasium,Anzahl,SR0,29109.0
2013,Statistische Region Braunschweig,Deutsche,Gymnasium,Anzahl,SR031,5993.0
2013,Statistische Region Hannover,Deutsche,Gymnasium,Anzahl,SR032,8151.0
2013,Statistische Region Lüneburg,Deutsche,Gymnasium,Anzahl,SR033,7043.0
2013,Statistische Region Weser-Ems,Deutsche,Gymnasium,Anzahl,SR034,9149.0
2013,Niedersachsen,Deutsche,Gymnasium,Anzahl,SR0,30336.0
2012,Statistische Region Braunschweig,Deutsche,Gymnasium,Anzahl,SR031,6135.0
2012,Statistische Region Hannover,Deutsche,Gymnasium,Anzahl,SR032,8408.0
2012,Statistische Region Lüneburg,Deutsche,Gymnasium,Anzahl,SR033,7321.0
2012,Statistische Region Weser-Ems,Deutsche,Gymnasium,Anzahl,SR034,9324.0
2012,Niedersachsen,Deutsche,Gymnasium,Anzahl,SR0,31188.0
2011,Statistische Region Braunschweig,Deutsche,Gymnasium,Anzahl,SR031,6279.0
2011,Statistische Region Hannover,Deutsche,Gymnasium,Anzahl,SR032,8736.0
2011,Statistische Region Lüneburg,Deutsche,Gymnasium,Anzahl,SR033,7580.0
2011,Statistische Region Weser-Ems,Deutsche,Gymnasium,Anzahl,SR034,9755.0
2011,Niedersachsen,Deutsche,Gymnasium,Anzahl,SR0,32546.0
2010,Statistische Region Braunschweig,Deutsche,Gymnasium,Anzahl,SR031,6860.0
2010,Statistische Region Hannover,Deutsche,Gymnasium,Anzahl,SR032,9063.0
2010,Statistische Region Lüneburg,Deutsche,Gymnasium,Anzahl,SR033,7841.0
2010,Statistische Region Weser-Ems,Deutsche,Gymnasium,Anzahl,SR034,10290.0
2010,Niedersachsen,Deutsche,Gymnasium,Anzahl,SR0,34054.0
2005,Statistische Region Braunschweig,Deutsche,Gymnasium,Anzahl,SR031,6116.0
2005,Statistische Region Hannover,Deutsche,Gymnasium,Anzahl,SR032,7820.0
2005,Statistische Region Lüneburg,Deutsche,Gymnasium,Anzahl,SR033,6699.0
2005,Statistische Region Weser-Ems,Deutsche,Gymnasium,Anzahl,SR034,8900.0
2005,Niedersachsen,Deutsche,Gymnasium,Anzahl,SR0,29535.0
2021,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR031,321.0
2021,Statistische Region Hannover,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR032,509.0
2021,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR033,229.0
2021,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR034,412.0
2021,Niedersachsen,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR0,1471.0
2020,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR031,333.0
2020,Statistische Region Hannover,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR032,388.0
2020,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR033,213.0
2020,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR034,382.0
2020,Niedersachsen,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR0,1316.0
2019,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR031,259.0
2019,Statistische Region Hannover,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR032,356.0
2019,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR033,168.0
2019,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR034,283.0
2019,Niedersachsen,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR0,1066.0
2018,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR031,229.0
2018,Statistische Region Hannover,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR032,346.0
2018,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR033,179.0
2018,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR034,293.0
2018,Niedersachsen,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR0,1047.0
2017,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR031,250.0
2017,Statistische Region Hannover,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR032,381.0
2017,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR033,168.0
2017,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR034,274.0
2017,Niedersachsen,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR0,1073.0
2016,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR031,218.0
2016,Statistische Region Hannover,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR032,290.0
2016,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR033,147.0
2016,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR034,228.0
2016,Niedersachsen,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR0,883.0
2015,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR031,250.0
2015,Statistische Region Hannover,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR032,287.0
2015,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR033,97.0
2015,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR034,195.0
2015,Niedersachsen,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR0,726.0
2014,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR031,165.0
2014,Statistische Region Hannover,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR032,274.0
2014,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR033,117.0
2014,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR034,217.0
2014,Niedersachsen,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR0,773.0
2013,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR031,164.0
2013,Statistische Region Hannover,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR032,360.0
2013,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR033,95.0
2013,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR034,218.0
2013,Niedersachsen,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR0,837.0
2012,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR031,179.0
2012,Statistische Region Hannover,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR032,407.0
2012,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR033,117.0
2012,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR034,202.0
2012,Niedersachsen,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR0,905.0
2011,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR031,189.0
2011,Statistische Region Hannover,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR032,443.0
2011,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR033,138.0
2011,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR034,243.0
2011,Niedersachsen,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR0,1013.0
2010,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR031,210.0
2010,Statistische Region Hannover,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR032,411.0
2010,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR033,135.0
2010,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR034,230.0
2010,Niedersachsen,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR0,986.0
2005,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR031,196.0
2005,Statistische Region Hannover,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR032,496.0
2005,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR033,131.0
2005,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR034,238.0
2005,Niedersachsen,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR0,1061.0
2021,Statistische Region Braunschweig,Deutsche,Integrierte Gesamtschule,Anzahl,SR031,2785.0
2021,Statistische Region Hannover,Deutsche,Integrierte Gesamtschule,Anzahl,SR032,3714.0
2021,Statistische Region Lüneburg,Deutsche,Integrierte Gesamtschule,Anzahl,SR033,1885.0
2021,Statistische Region Weser-Ems,Deutsche,Integrierte Gesamtschule,Anzahl,SR034,2715.0
2021,Niedersachsen,Deutsche,Integrierte Gesamtschule,Anzahl,SR0,11099.0
2020,Statistische Region Braunschweig,Deutsche,Integrierte Gesamtschule,Anzahl,SR031,3326.0
2020,Statistische Region Hannover,Deutsche,Integrierte Gesamtschule,Anzahl,SR032,6108.0
2020,Statistische Region Lüneburg,Deutsche,Integrierte Gesamtschule,Anzahl,SR033,3298.0
2020,Statistische Region Weser-Ems,Deutsche,Integrierte Gesamtschule,Anzahl,SR034,3919.0
2020,Niedersachsen,Deutsche,Integrierte Gesamtschule,Anzahl,SR0,16651.0
2019,Statistische Region Braunschweig,Deutsche,Integrierte Gesamtschule,Anzahl,SR031,3468.0
2019,Statistische Region Hannover,Deutsche,Integrierte Gesamtschule,Anzahl,SR032,6204.0
2019,Statistische Region Lüneburg,Deutsche,Integrierte Gesamtschule,Anzahl,SR033,3360.0
2019,Statistische Region Weser-Ems,Deutsche,Integrierte Gesamtschule,Anzahl,SR034,3891.0
2019,Niedersachsen,Deutsche,Integrierte Gesamtschule,Anzahl,SR0,16923.0
2018,Statistische Region Braunschweig,Deutsche,Integrierte Gesamtschule,Anzahl,SR031,2866.0
2018,Statistische Region Hannover,Deutsche,Integrierte Gesamtschule,Anzahl,SR032,3885.0
2018,Statistische Region Lüneburg,Deutsche,Integrierte Gesamtschule,Anzahl,SR033,1892.0
2018,Statistische Region Weser-Ems,Deutsche,Integrierte Gesamtschule,Anzahl,SR034,2840.0
2018,Niedersachsen,Deutsche,Integrierte Gesamtschule,Anzahl,SR0,11483.0
2017,Statistische Region Braunschweig,Deutsche,Integrierte Gesamtschule,Anzahl,SR031,2866.0
2017,Statistische Region Hannover,Deutsche,Integrierte Gesamtschule,Anzahl,SR032,3899.0
2017,Statistische Region Lüneburg,Deutsche,Integrierte Gesamtschule,Anzahl,SR033,1816.0
2017,Statistische Region Weser-Ems,Deutsche,Integrierte Gesamtschule,Anzahl,SR034,2706.0
2017,Niedersachsen,Deutsche,Integrierte Gesamtschule,Anzahl,SR0,11287.0
2016,Statistische Region Braunschweig,Deutsche,Integrierte Gesamtschule,Anzahl,SR031,2606.0
