Year,Nationalität,Schulart,Erreichter Abschluss,Units,Value
2014,Deutsche,Berufsschule (Teilzeit),Realschulabschluss,Anzahl,10671
2014,Deutsche,Berufsschule (Teilzeit),Hauptschulabschluss,Anzahl,319
2014,Deutsche,Berufsschule (Teilzeit),Erfolgreicher Besuch,Anzahl,33547
2014,Deutsche,Berufsschule (Teilzeit),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,542
2014,Deutsche,Berufsschule (Teilzeit),Ohne erfolgreichen Besuch/Abschluss,Anzahl,3518
2014,Deutsche,Berufsschule (Teilzeit),nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,13622
2014,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Insgesamt,Anzahl,1505
2014,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Allgemeine Hochschulreife ¹⁾,Anzahl,-
2014,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Fachhochschulreife,Anzahl,1
2014,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Schulischer Teil der Fachhochschulreife,Anzahl,-
2014,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Realschulabschluss,Anzahl,366
2014,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Hauptschulabschluss,Anzahl,10
2014,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Erfolgreicher Besuch,Anzahl,873
2014,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,12
2014,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Ohne erfolgreichen Besuch/Abschluss,Anzahl,243
2014,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,748
2013,Deutsche,Berufsschule (Teilzeit),Insgesamt,Anzahl,47839
2013,Deutsche,Berufsschule (Teilzeit),Allgemeine Hochschulreife ¹⁾,Anzahl,-
2013,Deutsche,Berufsschule (Teilzeit),Fachhochschulreife,Anzahl,75
2013,Deutsche,Berufsschule (Teilzeit),Schulischer Teil der Fachhochschulreife,Anzahl,-
2013,Deutsche,Berufsschule (Teilzeit),Realschulabschluss,Anzahl,10710
2013,Deutsche,Berufsschule (Teilzeit),Hauptschulabschluss,Anzahl,372
2013,Deutsche,Berufsschule (Teilzeit),Erfolgreicher Besuch,Anzahl,33153
2013,Deutsche,Berufsschule (Teilzeit),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2013,Deutsche,Berufsschule (Teilzeit),Ohne erfolgreichen Besuch/Abschluss,Anzahl,3529
2013,Deutsche,Berufsschule (Teilzeit),nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,11943
2013,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Insgesamt,Anzahl,1476
2013,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Allgemeine Hochschulreife ¹⁾,Anzahl,-
2013,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Fachhochschulreife,Anzahl,2
2013,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Schulischer Teil der Fachhochschulreife,Anzahl,-
2013,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Realschulabschluss,Anzahl,397
2013,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Hauptschulabschluss,Anzahl,23
2013,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Erfolgreicher Besuch,Anzahl,832
2013,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2013,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Ohne erfolgreichen Besuch/Abschluss,Anzahl,222
2013,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,628
2020,Deutsche,Berufseinstiegsklasse2),Insgesamt,Anzahl,3854
2020,Deutsche,Berufseinstiegsklasse2),Allgemeine Hochschulreife ¹⁾,Anzahl,-
2020,Deutsche,Berufseinstiegsklasse2),Fachhochschulreife,Anzahl,-
2020,Deutsche,Berufseinstiegsklasse2),Schulischer Teil der Fachhochschulreife,Anzahl,-
2020,Deutsche,Berufseinstiegsklasse2),Realschulabschluss,Anzahl,-
2020,Deutsche,Berufseinstiegsklasse2),Hauptschulabschluss,Anzahl,2580
2020,Deutsche,Berufseinstiegsklasse2),Erfolgreicher Besuch,Anzahl,264
2020,Deutsche,Berufseinstiegsklasse2),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2020,Deutsche,Berufseinstiegsklasse2),Ohne erfolgreichen Besuch/Abschluss,Anzahl,1010
2020,Deutsche,Berufseinstiegsklasse2),nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,630
2020,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Insgesamt,Anzahl,1495
2020,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Allgemeine Hochschulreife ¹⁾,Anzahl,-
2020,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Fachhochschulreife,Anzahl,-
2020,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Schulischer Teil der Fachhochschulreife,Anzahl,-
2020,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Realschulabschluss,Anzahl,-
2020,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Hauptschulabschluss,Anzahl,1073
2020,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Erfolgreicher Besuch,Anzahl,76
2020,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2020,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Ohne erfolgreichen Besuch/Abschluss,Anzahl,346
2020,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,272
2019,Deutsche,Berufseinstiegsklasse2),Insgesamt,Anzahl,3643
2019,Deutsche,Berufseinstiegsklasse2),Allgemeine Hochschulreife ¹⁾,Anzahl,-
2019,Deutsche,Berufseinstiegsklasse2),Fachhochschulreife,Anzahl,-
2019,Deutsche,Berufseinstiegsklasse2),Schulischer Teil der Fachhochschulreife,Anzahl,-
2019,Deutsche,Berufseinstiegsklasse2),Realschulabschluss,Anzahl,-
2019,Deutsche,Berufseinstiegsklasse2),Hauptschulabschluss,Anzahl,2314
2019,Deutsche,Berufseinstiegsklasse2),Erfolgreicher Besuch,Anzahl,265
2019,Deutsche,Berufseinstiegsklasse2),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2019,Deutsche,Berufseinstiegsklasse2),Ohne erfolgreichen Besuch/Abschluss,Anzahl,1064
2019,Deutsche,Berufseinstiegsklasse2),nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,721
2019,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Insgesamt,Anzahl,1468
2019,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Allgemeine Hochschulreife ¹⁾,Anzahl,-
2019,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Fachhochschulreife,Anzahl,-
2019,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Schulischer Teil der Fachhochschulreife,Anzahl,-
2019,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Realschulabschluss,Anzahl,-
2019,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Hauptschulabschluss,Anzahl,1055
2019,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Erfolgreicher Besuch,Anzahl,70
2019,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2019,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Ohne erfolgreichen Besuch/Abschluss,Anzahl,343
2019,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,326
2018,Deutsche,Berufseinstiegsklasse2),Insgesamt,Anzahl,4166
2018,Deutsche,Berufseinstiegsklasse2),Allgemeine Hochschulreife ¹⁾,Anzahl,-
2018,Deutsche,Berufseinstiegsklasse2),Fachhochschulreife,Anzahl,-
2018,Deutsche,Berufseinstiegsklasse2),Schulischer Teil der Fachhochschulreife,Anzahl,-
2018,Deutsche,Berufseinstiegsklasse2),Realschulabschluss,Anzahl,-
2018,Deutsche,Berufseinstiegsklasse2),Hauptschulabschluss,Anzahl,2720
2018,Deutsche,Berufseinstiegsklasse2),Erfolgreicher Besuch,Anzahl,217
2018,Deutsche,Berufseinstiegsklasse2),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2018,Deutsche,Berufseinstiegsklasse2),Ohne erfolgreichen Besuch/Abschluss,Anzahl,1229
2018,Deutsche,Berufseinstiegsklasse2),nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,694
2018,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Insgesamt,Anzahl,1730
2018,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Allgemeine Hochschulreife ¹⁾,Anzahl,-
2018,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Fachhochschulreife,Anzahl,-
2018,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Schulischer Teil der Fachhochschulreife,Anzahl,-
2018,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Realschulabschluss,Anzahl,-
2018,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Hauptschulabschluss,Anzahl,1227
2018,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Erfolgreicher Besuch,Anzahl,58
2018,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2018,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Ohne erfolgreichen Besuch/Abschluss,Anzahl,445
2018,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,288
2017,Deutsche,Berufseinstiegsklasse2),Insgesamt,Anzahl,3375
2017,Deutsche,Berufseinstiegsklasse2),Allgemeine Hochschulreife ¹⁾,Anzahl,-
2017,Deutsche,Berufseinstiegsklasse2),Fachhochschulreife,Anzahl,-
2017,Deutsche,Berufseinstiegsklasse2),Schulischer Teil der Fachhochschulreife,Anzahl,-
2017,Deutsche,Berufseinstiegsklasse2),Realschulabschluss,Anzahl,-
2017,Deutsche,Berufseinstiegsklasse2),Hauptschulabschluss,Anzahl,2061
2017,Deutsche,Berufseinstiegsklasse2),Erfolgreicher Besuch,Anzahl,273
2017,Deutsche,Berufseinstiegsklasse2),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2017,Deutsche,Berufseinstiegsklasse2),Ohne erfolgreichen Besuch/Abschluss,Anzahl,1041
2017,Deutsche,Berufseinstiegsklasse2),nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,598
2017,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Insgesamt,Anzahl,915
2017,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Allgemeine Hochschulreife ¹⁾,Anzahl,-
2017,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Fachhochschulreife,Anzahl,-
2017,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Schulischer Teil der Fachhochschulreife,Anzahl,-
2017,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Realschulabschluss,Anzahl,-
2017,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Hauptschulabschluss,Anzahl,588
2017,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Erfolgreicher Besuch,Anzahl,92
2017,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2017,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Ohne erfolgreichen Besuch/Abschluss,Anzahl,235
2017,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,163
2016,Deutsche,Berufseinstiegsklasse2),Insgesamt,Anzahl,3090
2016,Deutsche,Berufseinstiegsklasse2),Allgemeine Hochschulreife ¹⁾,Anzahl,-
2016,Deutsche,Berufseinstiegsklasse2),Fachhochschulreife,Anzahl,-
2016,Deutsche,Berufseinstiegsklasse2),Schulischer Teil der Fachhochschulreife,Anzahl,-
2016,Deutsche,Berufseinstiegsklasse2),Realschulabschluss,Anzahl,-
2016,Deutsche,Berufseinstiegsklasse2),Hauptschulabschluss,Anzahl,1863
2016,Deutsche,Berufseinstiegsklasse2),Erfolgreicher Besuch,Anzahl,227
2016,Deutsche,Berufseinstiegsklasse2),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2016,Deutsche,Berufseinstiegsklasse2),Ohne erfolgreichen Besuch/Abschluss,Anzahl,1000
2016,Deutsche,Berufseinstiegsklasse2),nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,542
2016,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Insgesamt,Anzahl,482
2016,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Allgemeine Hochschulreife ¹⁾,Anzahl,-
2016,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Fachhochschulreife,Anzahl,-
2016,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Schulischer Teil der Fachhochschulreife,Anzahl,-
2016,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Realschulabschluss,Anzahl,-
2016,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Hauptschulabschluss,Anzahl,276
2016,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Erfolgreicher Besuch,Anzahl,25
2016,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2016,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Ohne erfolgreichen Besuch/Abschluss,Anzahl,181
2016,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,121
2015,Deutsche,Berufseinstiegsklasse2),Insgesamt,Anzahl,3004
2015,Deutsche,Berufseinstiegsklasse2),Allgemeine Hochschulreife ¹⁾,Anzahl,-
2015,Deutsche,Berufseinstiegsklasse2),Fachhochschulreife,Anzahl,-
2015,Deutsche,Berufseinstiegsklasse2),Schulischer Teil der Fachhochschulreife,Anzahl,-
2015,Deutsche,Berufseinstiegsklasse2),Realschulabschluss,Anzahl,-
2015,Deutsche,Berufseinstiegsklasse2),Hauptschulabschluss,Anzahl,1754
2015,Deutsche,Berufseinstiegsklasse2),Erfolgreicher Besuch,Anzahl,299
2015,Deutsche,Berufseinstiegsklasse2),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2015,Deutsche,Berufseinstiegsklasse2),Ohne erfolgreichen Besuch/Abschluss,Anzahl,951
2015,Deutsche,Berufseinstiegsklasse2),nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,498
2015,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Insgesamt,Anzahl,446
2015,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Allgemeine Hochschulreife ¹⁾,Anzahl,-
2015,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Fachhochschulreife,Anzahl,-
2015,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Schulischer Teil der Fachhochschulreife,Anzahl,-
2015,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Realschulabschluss,Anzahl,-
2015,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Hauptschulabschluss,Anzahl,254
2015,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Erfolgreicher Besuch,Anzahl,31
2015,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2015,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Ohne erfolgreichen Besuch/Abschluss,Anzahl,161
2015,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,95
2014,Deutsche,Berufseinstiegsklasse2),Insgesamt,Anzahl,3117
2014,Deutsche,Berufseinstiegsklasse2),Allgemeine Hochschulreife ¹⁾,Anzahl,-
2014,Deutsche,Berufseinstiegsklasse2),Fachhochschulreife,Anzahl,-
2014,Deutsche,Berufseinstiegsklasse2),Schulischer Teil der Fachhochschulreife,Anzahl,-
2014,Deutsche,Berufseinstiegsklasse2),Realschulabschluss,Anzahl,-
2014,Deutsche,Berufseinstiegsklasse2),Hauptschulabschluss,Anzahl,1825
2014,Deutsche,Berufseinstiegsklasse2),Erfolgreicher Besuch,Anzahl,323
2014,Deutsche,Berufseinstiegsklasse2),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2014,Deutsche,Berufseinstiegsklasse2),Ohne erfolgreichen Besuch/Abschluss,Anzahl,969
2014,Deutsche,Berufseinstiegsklasse2),nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,589
2014,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Insgesamt,Anzahl,424
2014,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Allgemeine Hochschulreife ¹⁾,Anzahl,-
2014,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Fachhochschulreife,Anzahl,-
2014,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Schulischer Teil der Fachhochschulreife,Anzahl,-
2014,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Realschulabschluss,Anzahl,-
2014,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Hauptschulabschluss,Anzahl,260
2014,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Erfolgreicher Besuch,Anzahl,40
2014,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2014,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Ohne erfolgreichen Besuch/Abschluss,Anzahl,124
2014,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,101
2013,Deutsche,Berufseinstiegsklasse2),Insgesamt,Anzahl,3389
2013,Deutsche,Berufseinstiegsklasse2),Allgemeine Hochschulreife ¹⁾,Anzahl,-
2013,Deutsche,Berufseinstiegsklasse2),Fachhochschulreife,Anzahl,-
2013,Deutsche,Berufseinstiegsklasse2),Schulischer Teil der Fachhochschulreife,Anzahl,-
2013,Deutsche,Berufseinstiegsklasse2),Realschulabschluss,Anzahl,-
2013,Deutsche,Berufseinstiegsklasse2),Hauptschulabschluss,Anzahl,2050
2013,Deutsche,Berufseinstiegsklasse2),Erfolgreicher Besuch,Anzahl,356
2013,Deutsche,Berufseinstiegsklasse2),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2013,Deutsche,Berufseinstiegsklasse2),Ohne erfolgreichen Besuch/Abschluss,Anzahl,983
2013,Deutsche,Berufseinstiegsklasse2),nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,578
2013,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Insgesamt,Anzahl,428
2013,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Allgemeine Hochschulreife ¹⁾,Anzahl,-
2013,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Fachhochschulreife,Anzahl,-
2013,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Schulischer Teil der Fachhochschulreife,Anzahl,-
2013,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Realschulabschluss,Anzahl,-
2013,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Hauptschulabschluss,Anzahl,263
2013,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Erfolgreicher Besuch,Anzahl,34
2013,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2013,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Ohne erfolgreichen Besuch/Abschluss,Anzahl,131
2013,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,77
2020,Deutsche,Berufsvorbereitungsjahr2),Insgesamt,Anzahl,5461
2020,Deutsche,Berufsvorbereitungsjahr2),Allgemeine Hochschulreife ¹⁾,Anzahl,-
2020,Deutsche,Berufsvorbereitungsjahr2),Fachhochschulreife,Anzahl,-
2020,Deutsche,Berufsvorbereitungsjahr2),Schulischer Teil der Fachhochschulreife,Anzahl,-
2020,Deutsche,Berufsvorbereitungsjahr2),Realschulabschluss,Anzahl,-
2020,Deutsche,Berufsvorbereitungsjahr2),Hauptschulabschluss,Anzahl,740
2020,Deutsche,Berufsvorbereitungsjahr2),Erfolgreicher Besuch,Anzahl,-
2020,Deutsche,Berufsvorbereitungsjahr2),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,4721
2020,Deutsche,Berufsvorbereitungsjahr2),Ohne erfolgreichen Besuch/Abschluss,Anzahl,-
2020,Deutsche,Berufsvorbereitungsjahr2),nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,504
2020,Ausländerinnen und Ausländer,Berufsvorbereitungsjahr2),Insgesamt,Anzahl,2406
2020,Ausländerinnen und Ausländer,Berufsvorbereitungsjahr2),Allgemeine Hochschulreife ¹⁾,Anzahl,-
2020,Ausländerinnen und Ausländer,Berufsvorbereitungsjahr2),Fachhochschulreife,Anzahl,-
2020,Ausländerinnen und Ausländer,Berufsvorbereitungsjahr2),Schulischer Teil der Fachhochschulreife,Anzahl,-
2020,Ausländerinnen und Ausländer,Berufsvorbereitungsjahr2),Realschulabschluss,Anzahl,-
2020,Ausländerinnen und Ausländer,Berufsvorbereitungsjahr2),Hauptschulabschluss,Anzahl,253
2020,Ausländerinnen und Ausländer,Berufsvorbereitungsjahr2),Erfolgreicher Besuch,Anzahl,-
2020,Ausländerinnen und Ausländer,Berufsvorbereitungsjahr2),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,2153
2020,Ausländerinnen und Ausländer,Berufsvorbereitungsjahr2),Ohne erfolgreichen Besuch/Abschluss,Anzahl,-
2020,Ausländerinnen und Ausländer,Berufsvorbereitungsjahr2),nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,297
2019,Deutsche,Berufsvorbereitungsjahr2),Insgesamt,Anzahl,6337
2019,Deutsche,Berufsvorbereitungsjahr2),Allgemeine Hochschulreife ¹⁾,Anzahl,-
2019,Deutsche,Berufsvorbereitungsjahr2),Fachhochschulreife,Anzahl,-
2019,Deutsche,Berufsvorbereitungsjahr2),Schulischer Teil der Fachhochschulreife,Anzahl,-
2019,Deutsche,Berufsvorbereitungsjahr2),Realschulabschluss,Anzahl,-
2019,Deutsche,Berufsvorbereitungsjahr2),Hauptschulabschluss,Anzahl,780
2019,Deutsche,Berufsvorbereitungsjahr2),Erfolgreicher Besuch,Anzahl,-
2019,Deutsche,Berufsvorbereitungsjahr2),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,5557
2019,Deutsche,Berufsvorbereitungsjahr2),Ohne erfolgreichen Besuch/Abschluss,Anzahl,-
2019,Deutsche,Berufsvorbereitungsjahr2),nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,1057
2019,Ausländerinnen und Ausländer,Berufsvorbereitungsjahr2),Insgesamt,Anzahl,3241
2019,Ausländerinnen und Ausländer,Berufsvorbereitungsjahr2),Allgemeine Hochschulreife ¹⁾,Anzahl,-
2019,Ausländerinnen und Ausländer,Berufsvorbereitungsjahr2),Fachhochschulreife,Anzahl,-
2019,Ausländerinnen und Ausländer,Berufsvorbereitungsjahr2),Schulischer Teil der Fachhochschulreife,Anzahl,-
2019,Ausländerinnen und Ausländer,Berufsvorbereitungsjahr2),Realschulabschluss,Anzahl,-
2019,Ausländerinnen und Ausländer,Berufsvorbereitungsjahr2),Hauptschulabschluss,Anzahl,311
2019,Ausländerinnen und Ausländer,Berufsvorbereitungsjahr2),Erfolgreicher Besuch,Anzahl,-
2019,Ausländerinnen und Ausländer,Berufsvorbereitungsjahr2),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,2930
2019,Ausländerinnen und Ausländer,Berufsvorbereitungsjahr2),Ohne erfolgreichen Besuch/Abschluss,Anzahl,-
2019,Ausländerinnen und Ausländer,Berufsvorbereitungsjahr2),nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,750
2018,Deutsche,Berufsvorbereitungsjahr2),Insgesamt,Anzahl,7668
2018,Deutsche,Berufsvorbereitungsjahr2),Allgemeine Hochschulreife ¹⁾,Anzahl,-
2018,Deutsche,Berufsvorbereitungsjahr2),Fachhochschulreife,Anzahl,-
2018,Deutsche,Berufsvorbereitungsjahr2),Schulischer Teil der Fachhochschulreife,Anzahl,-
