Year,Gebietseinheit,Migrationshintergrund,GeoCode,Value
Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03252,17,51.0
Hildesheim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03254,16,1.0
Holzminden,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03255,9,39.0
Nienburg (Weser),Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03256,17,7.0
Schaumburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03257,12,8.0
Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K032,19,25.0
Celle,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03351,13,5.0
Cuxhaven,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03352,11,47.0
Harburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03353,12,54.0
Lüchow-Dannenberg und Uelzen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03354360,10,25.0
Lüneburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03355,11,4.0
Osterholz,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03356,5,61.0
Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03357,14,89.0
Heidekreis,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03358,17,37.0
Stade,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03359,9,95.0
Verden,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03361,17,36.0
Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K033,12,37.0
Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03401,24,94.0
Emden  Stadt und Leer,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03402457,10,8.0
Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03403,16,8.0
Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03404,28,16.0
Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03405,14,19.0
Ammerland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03451,11,71.0
Aurich,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03452,8,46.0
Cloppenburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03453,25,8.0
Emsland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03454,18,59.0
Friesland und Wittmund,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03455462,5,69.0
Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03456,22,57.0
Oldenburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03458,9,83.0
Osnabrück,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03459,21,71.0
Vechta,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03460,22,56.0
Wesermarsch,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03461,15,23.0
Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K034,17,34.0
Niedersachsen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K030,16,7.0
Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03101,19,8.0
Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03102,22,75.0
Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03103,30,31.0
Gifhorn,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03151,19,43.0
Goslar,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03153,11,8.0
Helmstedt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03154,8,96.0
Northeim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03155,9,42.0
Peine,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03157,15,46.0
Göttingen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03159,12,99.0
Wolfenbüttel,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03158,13,99.0
Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K031,16,24.0
Hannover  Region,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03241,22,66.0
   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03241001,28,57.0
   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03241999,17,67.0
Diepholz,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03251,12,72.0
Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03252,14,3.0
Hildesheim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03254,16,4.0
Holzminden,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03255,9,36.0
Nienburg (Weser),Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03256,17,23.0
Schaumburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03257,16,41.0
Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K032,18,95.0
Celle,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03351,13,83.0
Cuxhaven,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03352,11,71.0
Harburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03353,10,95.0
Lüchow-Dannenberg und Uelzen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03354360,12,19.0
Lüneburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03355,9,3.0
Osterholz,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03356,5,51.0
Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03357,12,26.0
Heidekreis,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03358,12,87.0
Stade,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03359,11,7.0
Verden,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03361,16,52.0
Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K033,11,64.0
Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03401,24,5.0
Emden  Stadt und Leer,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03402457,11,93.0
Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03403,16,12.0
Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03404,25,1.0
Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03405,12,46.0
Ammerland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03451,13,52.0
Aurich,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03452,7,9.0
Cloppenburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03453,25,16.0
Emsland,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03454,19,83.0
Friesland und Wittmund,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03455462,5,68.0
Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03456,22,46.0
Oldenburg,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03458,8,89.0
Osnabrück,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03459,20,65.0
Vechta,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03460,25,34.0
Wesermarsch,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K03461,14,97.0
Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K034,17,24.0
Niedersachsen,Anteil der Personen mit Migrationshintergrund im engeren Sinne,K030,16,3.0
