Year,Gebietseinheit,Geschlecht,Aufenthalstitel,Aufenthaltsstatus,Geocode,Value
2019,Heidekreis,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03358,3460
2019,Heidekreis,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03358,2570
2019,Heidekreis,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03358,6030
2019,Stade,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03359,5535
2019,Stade,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03359,3990
2019,Stade,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03359,9525
2019,Uelzen,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03360,1240
2019,Uelzen,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03360,1090
2019,Uelzen,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03360,2330
2019,Verden,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03361,2145
2019,Verden,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03361,1710
2019,Verden,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03361,3855
2019,Delmenhorst  Stadt,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03401,2880
2019,Delmenhorst  Stadt,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03401,2535
2019,Delmenhorst  Stadt,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03401,5415
2019,Emden  Stadt,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03402,1480
2019,Emden  Stadt,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03402,1025
2019,Emden  Stadt,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03402,2505
2019,Oldenburg(Oldb)  Stadt,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03403,3020
2019,Oldenburg(Oldb)  Stadt,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03403,2550
2019,Oldenburg(Oldb)  Stadt,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03403,5565
2019,Osnabrück  Stadt,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03404,5135
2019,Osnabrück  Stadt,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03404,4610
2019,Osnabrück  Stadt,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03404,9745
2019,Wilhelmshaven  Stadt,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03405,1665
2019,Wilhelmshaven  Stadt,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03405,1100
2019,Wilhelmshaven  Stadt,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03405,2765
2019,Ammerland,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03451,2150
2019,Ammerland,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03451,1670
2019,Ammerland,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03451,3820
2019,Aurich,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03452,2770
2019,Aurich,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03452,2375
2019,Aurich,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03452,5145
2019,Cloppenburg,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03453,6950
2019,Cloppenburg,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03453,4595
2019,Cloppenburg,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03453,11545
2019,Emsland,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03454,17410
2019,Emsland,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03454,10540
2019,Emsland,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03454,27950
2019,Friesland,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03455,920
2019,Friesland,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03455,755
2019,Friesland,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03455,1675
2019,Grafschaft Bentheim,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03456,8935
2019,Grafschaft Bentheim,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03456,7180
2019,Grafschaft Bentheim,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03456,16115
2019,Leer,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03457,4860
2019,Leer,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03457,3365
2019,Leer,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03457,8220
2019,Oldenburg,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03458,4440
2019,Oldenburg,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03458,3175
2019,Oldenburg,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03458,7620
2019,Osnabrück,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03459,11150
2019,Osnabrück,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03459,8295
2019,Osnabrück,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03459,19445
2019,Vechta,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03460,6110
2019,Vechta,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03460,4825
2019,Vechta,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03460,10935
2019,Wesermarsch,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03461,2080
2019,Wesermarsch,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03461,1350
2019,Wesermarsch,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03461,3430
2019,Wittmund,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03462,640
2019,Wittmund,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03462,575
2019,Wittmund,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03462,1220
2019,Statistische Region Weser-Ems,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K034,82590
2019,Statistische Region Weser-Ems,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K034,60520
2019,Statistische Region Weser-Ems,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K034,143115
2019,Niedersachsen,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K030,200935
2019,Niedersachsen,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K030,158070
2019,Niedersachsen,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K030,359000
2018,Braunschweig  Stadt,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03101,5305
2018,Braunschweig  Stadt,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03101,4715
2018,Braunschweig  Stadt,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03101,10020
2018,Salzgitter  Stadt,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03102,3600
2018,Salzgitter  Stadt,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03102,2625
2018,Salzgitter  Stadt,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03102,6225
2018,Wolfsburg  Stadt,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03103,5605
2018,Wolfsburg  Stadt,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03103,4445
2018,Wolfsburg  Stadt,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03103,10050
2018,Gifhorn,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03151,2435
2018,Gifhorn,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03151,1950
2018,Gifhorn,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03151,4385
2018,Goslar,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03153,2080
2018,Goslar,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03153,1675
2018,Goslar,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03153,3755
2018,Helmstedt,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03154,1590
2018,Helmstedt,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03154,1175
2018,Helmstedt,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03154,2765
2018,Northeim,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03155,1710
2018,Northeim,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03155,1415
2018,Northeim,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03155,3125
2018,Peine,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03157,2155
2018,Peine,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03157,1650
2018,Peine,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03157,3805
2018,Wolfenbüttel,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03158,1375
2018,Wolfenbüttel,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03158,1075
2018,Wolfenbüttel,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03158,2450
2018,Göttingen,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03159,4510
2018,Göttingen,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03159,4240
2018,Göttingen,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03159,8750
2018,Statistische Region Braunschweig,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K031,30360
2018,Statistische Region Braunschweig,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K031,24965
2018,Statistische Region Braunschweig,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K031,55325
2018,Hannover  Region,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03241,36495
2018,Hannover  Region,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03241,31010
2018,Hannover  Region,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03241,67505
2018,Diepholz,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03251,4235
2018,Diepholz,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03251,3405
2018,Diepholz,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03251,7640
2018,Hameln-Pyrmont,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03252,3195
2018,Hameln-Pyrmont,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03252,2605
2018,Hameln-Pyrmont,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03252,5795
2018,Hildesheim,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03254,4410
2018,Hildesheim,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03254,3845
2018,Hildesheim,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03254,8255
2018,Holzminden,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03255,450
2018,Holzminden,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03255,405
2018,Holzminden,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03255,855
2018,Nienburg (Weser),männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03256,2725
2018,Nienburg (Weser),weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03256,1640
2018,Nienburg (Weser),insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03256,4365
2018,Schaumburg,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03257,3030
2018,Schaumburg,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03257,2225
2018,Schaumburg,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03257,5255
2018,Statistische Region Hannover,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K032,54540
2018,Statistische Region Hannover,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K032,45140
2018,Statistische Region Hannover,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K032,99675
2018,Celle,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03351,3075
2018,Celle,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03351,2385
2018,Celle,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03351,5460
2018,Cuxhaven,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03352,3420
2018,Cuxhaven,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03352,2845
2018,Cuxhaven,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03352,6260
2018,Harburg,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03353,4225
2018,Harburg,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03353,3465
2018,Harburg,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03353,7690
2018,Lüchow-Dannenberg,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03354,760
2018,Lüchow-Dannenberg,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03354,560
2018,Lüchow-Dannenberg,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03354,1320
2018,Lüneburg,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03355,30045
2018,Lüneburg,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03355,23180
2018,Lüneburg,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03355,53230
2018,Lüneburg,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03355,2355
2018,Lüneburg,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03355,1895
2018,Lüneburg,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03355,4250
2018,Osterholz,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03356,1250
2018,Osterholz,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03356,1040
2018,Osterholz,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03356,2290
2018,Rotenburg (Wümme),männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03357,3025
2018,Rotenburg (Wümme),weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03357,2200
2018,Rotenburg (Wümme),insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03357,5230
2018,Heidekreis,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03358,3205
2018,Heidekreis,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03358,2320
2018,Heidekreis,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03358,5525
2018,Stade,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03359,5310
2018,Stade,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03359,3755
2018,Stade,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03359,9065
2018,Uelzen,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03360,1260
2018,Uelzen,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03360,1070
2018,Uelzen,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03360,2330
2018,Verden,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03361,2160
2018,Verden,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03361,1645
2018,Verden,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03361,3800
2018,Delmenhorst  Stadt,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03401,2875
2018,Delmenhorst  Stadt,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03401,2385
2018,Delmenhorst  Stadt,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03401,5260
2018,Emden  Stadt,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03402,1520
2018,Emden  Stadt,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03402,1005
2018,Emden  Stadt,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03402,2525
2018,Oldenburg(Oldb)  Stadt,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03403,2835
2018,Oldenburg(Oldb)  Stadt,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03403,2395
2018,Oldenburg(Oldb)  Stadt,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03403,5230
2018,Osnabrück  Stadt,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03404,5160
2018,Osnabrück  Stadt,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03404,4440
2018,Osnabrück  Stadt,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03404,9600
2018,Wilhelmshaven  Stadt,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03405,1620
2018,Wilhelmshaven  Stadt,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03405,1010
2018,Wilhelmshaven  Stadt,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03405,2630
2018,Ammerland,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03451,2060
2018,Ammerland,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03451,1505
2018,Ammerland,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03451,3565
2018,Aurich,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03452,2890
2018,Aurich,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03452,2370
2018,Aurich,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03452,5260
2018,Cloppenburg,männlich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03453,7210
2018,Cloppenburg,weiblich,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03453,4500
2018,Cloppenburg,insgesamt,kein Aufenthaltstitel erforderlich,mit Freizügigkeit nach EU-Recht,K03453,11710
