AGS,Year,Gebietseinheit,Kinderbetreuung,Units,GeoCode,Value
357,2014,Rotenburg (Wümme),in der Familie wird vorrangig nicht deutsch gesprochen,%,K03357,5.51876379690949
358,2014,Heidekreis,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03358,7.72659732540862
359,2014,Stade,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03359,7.68555886997719
360,2014,Uelzen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03360,4.46780551905388
361,2014,Verden,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03361,9.004263857537
3,2014,Statistische Region Lüneburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K033,7.63853402285224
401,2014,Delmenhorst  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03401,21.0674157303371
402,2014,Emden  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03402,9.55180014695077
403,2014,Oldenburg(Oldb)  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03403,8.5793162030155
404,2014,Osnabrück  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03404,21.9140376879102
405,2014,Wilhelmshaven  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03405,9.85489721886336
451,2014,Ammerland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03451,4.94471744471744
452,2014,Aurich,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03452,6.03501544799176
453,2014,Cloppenburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03453,9.89190291658169
454,2014,Emsland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03454,8.61909175162187
455,2014,Friesland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03455,3.65296803652968
456,2014,Grafschaft Bentheim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03456,14.5981930575369
457,2014,Leer,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03457,7.09939148073022
458,2014,Oldenburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03458,6.02761550716941
459,2014,Osnabrück,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03459,9.34715226656335
460,2014,Vechta,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03460,13.7662883564523
461,2014,Wesermarsch,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03461,10.1039501039501
462,2014,Wittmund,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03462,6.68449197860963
4,2014,Statistische Region Weser-Ems,in der Familie wird vorrangig nicht deutsch gesprochen,%,K034,10.001127205095
0,2014,Niedersachsen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K030,11.5296732329498
101,2013,Braunschweig  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03101,16.5308498253783
102,2013,Salzgitter  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03102,24.5593869731801
103,2013,Wolfsburg  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03103,16.3569746139754
151,2013,Gifhorn,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03151,7.39474246633896
153,2013,Goslar,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03153,7.70397330906885
154,2013,Helmstedt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03154,3.04329189884269
155,2013,Northeim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03155,9.28257686676428
157,2013,Peine,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03157,11.7200217037439
158,2013,Wolfenbüttel,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03158,7.38946093276802
159,2013,Göttingen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03159,12.0764359515609
1,2013,Statistische Region Braunschweig,in der Familie wird vorrangig nicht deutsch gesprochen,%,K031,11.9792635298494
241,2013,Hannover  Region,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241,19.7904964323668
241001,2013,dav. Hannover  Lhst.,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241001,28.6735350933677
241999,2013,dav. Hannover  Umland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241999,11.864406779661
251,2013,Diepholz,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03251,10.2447552447552
252,2013,Hameln-Pyrmont,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03252,12.478293227487
254,2013,Hildesheim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03254,11.1844764856488
255,2013,Holzminden,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03255,7.70156438026474
256,2013,Nienburg (Weser),in der Familie wird vorrangig nicht deutsch gesprochen,%,K03256,8.65653118212845
257,2013,Schaumburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03257,8.34186284544524
2,2013,Statistische Region Hannover,in der Familie wird vorrangig nicht deutsch gesprochen,%,K032,15.5687606112054
351,2013,Celle,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03351,4.58821270877328
352,2013,Cuxhaven,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03352,6.88230008984726
353,2013,Harburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03353,9.0532227868414
354,2013,Lüchow-Dannenberg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03354,5.55555555555556
355,2013,Lüneburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03355,9.28126768534239
356,2013,Osterholz,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03356,5.78680203045685
357,2013,Rotenburg (Wümme),in der Familie wird vorrangig nicht deutsch gesprochen,%,K03357,5.36024305555556
358,2013,Heidekreis,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03358,7.1319018404908
359,2013,Stade,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03359,7.57411424439624
360,2013,Uelzen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03360,5.4421768707483
361,2013,Verden,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03361,10.5263157894737
3,2013,Statistische Region Lüneburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K033,7.30963618896454
401,2013,Delmenhorst  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03401,16.2192393736018
402,2013,Emden  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03402,10.2086438152012
403,2013,Oldenburg(Oldb)  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03403,14.1455972101133
404,2013,Osnabrück  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03404,21.6846272267429
405,2013,Wilhelmshaven  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03405,14.478527607362
451,2013,Ammerland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03451,6.28834355828221
452,2013,Aurich,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03452,6.88856119654519
453,2013,Cloppenburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03453,12.0249221183801
454,2013,Emsland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03454,8.33159541188738
455,2013,Friesland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03455,4.51388888888889
456,2013,Grafschaft Bentheim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03456,14.8285220824081
457,2013,Leer,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03457,6.42054574638844
458,2013,Oldenburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03458,6.51403652221314
459,2013,Osnabrück,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03459,10.1637380191693
460,2013,Vechta,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03460,15.0890143291359
461,2013,Wesermarsch,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03461,10.0524828421478
462,2013,Wittmund,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03462,2.36728837876614
4,2013,Statistische Region Weser-Ems,in der Familie wird vorrangig nicht deutsch gesprochen,%,K034,10.7088880892407
0,2013,Niedersachsen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K030,11.5212543267981
101,2012,Braunschweig  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03101,14.8389968838107
102,2012,Salzgitter  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03102,30.4115853658537
103,2012,Wolfsburg  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03103,18.1991294885745
151,2012,Gifhorn,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03151,7.74424984173876
153,2012,Goslar,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03153,9.37118437118437
154,2012,Helmstedt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03154,3.80653828929691
155,2012,Northeim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03155,9.33806146572104
157,2012,Peine,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03157,9.11098840419658
158,2012,Wolfenbüttel,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03158,6.56335460346399
159,2012,Göttingen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03159,13.3123454013942
1,2012,Statistische Region Braunschweig,in der Familie wird vorrangig nicht deutsch gesprochen,%,K031,12.4111304675361
241,2012,Hannover  Region,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241,19.8810746863423
241001,2012,dav. Hannover  Lhst.,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241001,28.501032163548
241999,2012,dav. Hannover  Umland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241999,12.3129092609916
251,2012,Diepholz,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03251,10.3485642044428
252,2012,Hameln-Pyrmont,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03252,10.8203321590337
254,2012,Hildesheim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03254,10.9332238642583
255,2012,Holzminden,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03255,9.92135511191773
256,2012,Nienburg (Weser),in der Familie wird vorrangig nicht deutsch gesprochen,%,K03256,8.60927152317881
257,2012,Schaumburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03257,8.66581956797967
2,2012,Statistische Region Hannover,in der Familie wird vorrangig nicht deutsch gesprochen,%,K032,15.5392641120297
351,2012,Celle,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03351,6.36904761904762
352,2012,Cuxhaven,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03352,6.67396061269147
353,2012,Harburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03353,8.07253190060443
354,2012,Lüchow-Dannenberg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03354,5.96252129471891
355,2012,Lüneburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03355,8.64077669902913
356,2012,Osterholz,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03356,6.01222826086957
357,2012,Rotenburg (Wümme),in der Familie wird vorrangig nicht deutsch gesprochen,%,K03357,5.22204864985494
358,2012,Heidekreis,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03358,7.37516005121639
359,2012,Stade,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03359,9.97012696041822
360,2012,Uelzen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03360,5.10026155187446
361,2012,Verden,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03361,11.9470198675497
3,2012,Statistische Region Lüneburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K033,7.66026186022785
401,2012,Delmenhorst  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03401,21.5211267605634
402,2012,Emden  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03402,12.3065015479876
403,2012,Oldenburg(Oldb)  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03403,15.7579787234043
404,2012,Osnabrück  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03404,22.1358335238966
405,2012,Wilhelmshaven  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03405,15.4754505904288
451,2012,Ammerland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03451,6.94189602446483
452,2012,Aurich,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03452,6.42872977166925
453,2012,Cloppenburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03453,12.8792569659443
454,2012,Emsland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03454,8.90182131695226
455,2012,Friesland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03455,5.95144870790916
456,2012,Grafschaft Bentheim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03456,15.0691823899371
457,2012,Leer,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03457,5.97952536063285
458,2012,Oldenburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03458,7.59206798866856
459,2012,Osnabrück,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03459,11.2852022529442
460,2012,Vechta,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03460,15.0727192595857
461,2012,Wesermarsch,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03461,11.6508851379168
462,2012,Wittmund,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03462,6.1527057079318
4,2012,Statistische Region Weser-Ems,in der Familie wird vorrangig nicht deutsch gesprochen,%,K034,11.5810556079171
0,2012,Niedersachsen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K030,11.949109604005
101,2011,Braunschweig  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03101,13.9094121426277
102,2011,Salzgitter  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03102,25.92
103,2011,Wolfsburg  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03103,17.406962785114
151,2011,Gifhorn,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03151,5.37750053775005
153,2011,Goslar,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03153,8.46414281317328
154,2011,Helmstedt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03154,5.09407985314364
155,2011,Northeim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03155,8.97860801446219
157,2011,Peine,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03157,9.58344677375442
158,2011,Wolfenbüttel,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03158,5.75127973501957
159,2011,Göttingen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03159,11.2580496780129
1,2011,Statistische Region Braunschweig,in der Familie wird vorrangig nicht deutsch gesprochen,%,K031,11.0587205910947
241,2011,Hannover  Region,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241,21.0009086931646
241001,2011,dav. Hannover  Lhst.,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241001,29.9145923060077
241999,2011,dav. Hannover  Umland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241999,13.3757961783439
251,2011,Diepholz,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03251,9.2700319009195
252,2011,Hameln-Pyrmont,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03252,9.08597775969623
254,2011,Hildesheim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03254,11.0675381263617
255,2011,Holzminden,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03255,14.0210006176652
256,2011,Nienburg (Weser),in der Familie wird vorrangig nicht deutsch gesprochen,%,K03256,9.28753180661578
257,2011,Schaumburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03257,8.6497359818959
2,2011,Statistische Region Hannover,in der Familie wird vorrangig nicht deutsch gesprochen,%,K032,15.9951429517607
351,2011,Celle,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03351,9.48118006103764
352,2011,Cuxhaven,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03352,7.53749762673249
353,2011,Harburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03353,8.55907780979827
354,2011,Lüchow-Dannenberg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03354,4.64527027027027
355,2011,Lüneburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03355,7.68461076645988
356,2011,Osterholz,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03356,7.17407137654771
357,2011,Rotenburg (Wümme),in der Familie wird vorrangig nicht deutsch gesprochen,%,K03357,6.81162635899712
358,2011,Heidekreis,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03358,9.36181434599156
359,2011,Stade,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03359,8.90664587799649
360,2011,Uelzen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03360,5.54303740423614
361,2011,Verden,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03361,11.0469909315746
3,2011,Statistische Region Lüneburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K033,8.24271566270375
401,2011,Delmenhorst  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03401,24.8422260470453
402,2011,Emden  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03402,10.3256552819698
403,2011,Oldenburg(Oldb)  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03403,16.2588611936885
404,2011,Osnabrück  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03404,24.0812130557697
405,2011,Wilhelmshaven  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03405,15.3560371517028
451,2011,Ammerland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03451,6.8839476088943
452,2011,Aurich,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03452,6.85568208226818
453,2011,Cloppenburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03453,10.6093818500658
454,2011,Emsland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03454,8.80524861878453
455,2011,Friesland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03455,4.0523945968072
456,2011,Grafschaft Bentheim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03456,13.5570469798658
457,2011,Leer,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03457,6.525
458,2011,Oldenburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03458,6.98727015558699
459,2011,Osnabrück,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03459,11.0175657416069
460,2011,Vechta,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03460,14.506101772968
461,2011,Wesermarsch,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03461,10.3129131776113
462,2011,Wittmund,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03462,5.58912386706949
4,2011,Statistische Region Weser-Ems,in der Familie wird vorrangig nicht deutsch gesprochen,%,K034,11.2947658402204
0,2011,Niedersachsen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K030,11.8166093327891
101,2010,Braunschweig  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03101,13.9094121426277
102,2010,Salzgitter  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03102,25.92
103,2010,Wolfsburg  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03103,17.406962785114
151,2010,Gifhorn,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03151,5.37750053775005
153,2010,Goslar,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03153,8.46414281317328
154,2010,Helmstedt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03154,5.09407985314364
155,2010,Northeim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03155,8.97860801446219
157,2010,Peine,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03157,9.58344677375442
158,2010,Wolfenbüttel,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03158,5.75127973501957
159,2010,Göttingen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03159,11.2580496780129
1,2010,Statistische Region Braunschweig,in der Familie wird vorrangig nicht deutsch gesprochen,%,K031,11.0587205910947
241,2010,Hannover  Region,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241,21.0009086931646
241001,2010,dav. Hannover  Lhst.,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241001,29.9145923060077
241999,2010,dav. Hannover  Umland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241999,13.3757961783439
251,2010,Diepholz,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03251,9.2700319009195
252,2010,Hameln-Pyrmont,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03252,9.08597775969623
254,2010,Hildesheim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03254,11.0675381263617
255,2010,Holzminden,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03255,14.0210006176652
256,2010,Nienburg (Weser),in der Familie wird vorrangig nicht deutsch gesprochen,%,K03256,9.28753180661578
257,2010,Schaumburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03257,8.6497359818959
2,2010,Statistische Region Hannover,in der Familie wird vorrangig nicht deutsch gesprochen,%,K032,15.9951429517607
351,2010,Celle,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03351,9.48118006103764
352,2010,Cuxhaven,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03352,7.53749762673249
353,2010,Harburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03353,8.55907780979827
354,2010,Lüchow-Dannenberg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03354,4.64527027027027
355,2010,Lüneburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03355,7.68461076645988
356,2010,Osterholz,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03356,7.17407137654771
357,2010,Rotenburg (Wümme),in der Familie wird vorrangig nicht deutsch gesprochen,%,K03357,6.81162635899712
358,2010,Heidekreis,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03358,9.36181434599156
359,2010,Stade,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03359,8.90664587799649
360,2010,Uelzen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03360,5.54303740423614
361,2010,Verden,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03361,11.0469909315746
3,2010,Statistische Region Lüneburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K033,8.24271566270375
401,2010,Delmenhorst  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03401,24.8422260470453
402,2010,Emden  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03402,10.3256552819698
403,2010,Oldenburg(Oldb)  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03403,16.2588611936885
404,2010,Osnabrück  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03404,24.0812130557697
405,2010,Wilhelmshaven  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03405,15.3560371517028
451,2010,Ammerland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03451,6.8839476088943
452,2010,Aurich,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03452,6.85568208226818
453,2010,Cloppenburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03453,10.6093818500658
454,2010,Emsland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03454,8.80524861878453
455,2010,Friesland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03455,4.0523945968072
456,2010,Grafschaft Bentheim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03456,13.5570469798658
457,2010,Leer,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03457,6.525
458,2010,Oldenburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03458,6.98727015558699
459,2010,Osnabrück,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03459,11.0175657416069
460,2010,Vechta,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03460,14.506101772968
461,2010,Wesermarsch,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03461,10.3129131776113
462,2010,Wittmund,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03462,5.58912386706949
4,2010,Statistische Region Weser-Ems,in der Familie wird vorrangig nicht deutsch gesprochen,%,K034,11.2947658402204
0,2010,Niedersachsen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K030,11.8166093327891
101,2009,Braunschweig  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03101,13.3817427385892
102,2009,Salzgitter  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03102,26.0065735414955
103,2009,Wolfsburg  Stadt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03103,19.4198473282443
151,2009,Gifhorn,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03151,7.27762803234501
153,2009,Goslar,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03153,8.12519759721783
154,2009,Helmstedt,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03154,5.45454545454545
155,2009,Northeim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03155,9.03050437934159
157,2009,Peine,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03157,11.0210696920583
158,2009,Wolfenbüttel,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03158,6.29730547986679
159,2009,Göttingen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03159,11.3866573524275
1,2009,Statistische Region Braunschweig,in der Familie wird vorrangig nicht deutsch gesprochen,%,K031,11.547764506396
241,2009,Hannover  Region,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241,19.8502512906424
241001,2009,dav. Hannover  Lhst.,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241001,28.9998489197764
241999,2009,dav. Hannover  Umland,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03241999,12.2853038536007
251,2009,Diepholz,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03251,7.86369593709043
252,2009,Hameln-Pyrmont,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03252,11.0602798708288
254,2009,Hildesheim,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03254,10.3833425261997
255,2009,Holzminden,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03255,11.3076437144662
256,2009,Nienburg (Weser),in der Familie wird vorrangig nicht deutsch gesprochen,%,K03256,8.13143046797212
257,2009,Schaumburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03257,7.90015440041173
2,2009,Statistische Region Hannover,in der Familie wird vorrangig nicht deutsch gesprochen,%,K032,15.0277572168764
351,2009,Celle,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03351,8.16745331418018
352,2009,Cuxhaven,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03352,8.16869300911854
353,2009,Harburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03353,8.38296605122096
354,2009,Lüchow-Dannenberg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03354,4.66034755134281
355,2009,Lüneburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03355,8.82875765356508
356,2009,Osterholz,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03356,7.55916637230661
357,2009,Rotenburg (Wümme),in der Familie wird vorrangig nicht deutsch gesprochen,%,K03357,6.35940615998227
358,2009,Heidekreis,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03358,8.27622561939905
359,2009,Stade,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03359,8.88339357047746
360,2009,Uelzen,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03360,5.23724261414503
361,2009,Verden,in der Familie wird vorrangig nicht deutsch gesprochen,%,K03361,10.1856908793009
3,2009,Statistische Region Lüneburg,in der Familie wird vorrangig nicht deutsch gesprochen,%,K033,8.06852417918325
