Gebietseinheit,Year,Nationalität,Schulform,Units,GeoCode,Value
Statistische Region Braunschweig,2013,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR031,-
Statistische Region Hannover,2013,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR032,-
Statistische Region Lüneburg,2013,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR033,-
Statistische Region Weser-Ems,2013,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR034,-
Niedersachsen,2013,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR030,-
Statistische Region Braunschweig,2012,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR031,-
Statistische Region Hannover,2012,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR032,-
Statistische Region Lüneburg,2012,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR033,-
Statistische Region Weser-Ems,2012,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR034,-
Niedersachsen,2012,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR030,-
Statistische Region Braunschweig,2011,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR031,-
Statistische Region Hannover,2011,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR032,-
Statistische Region Lüneburg,2011,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR033,-
Statistische Region Weser-Ems,2011,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR034,-
Niedersachsen,2011,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR030,-
Statistische Region Braunschweig,2010,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR031,-
Statistische Region Hannover,2010,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR032,-
Statistische Region Lüneburg,2010,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR033,-
Statistische Region Weser-Ems,2010,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR034,-
Niedersachsen,2010,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR030,-
Statistische Region Braunschweig,2005,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR031,-
Statistische Region Hannover,2005,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR032,-
Statistische Region Lüneburg,2005,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR033,-
Statistische Region Weser-Ems,2005,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR034,-
Niedersachsen,2005,Ausländerinnen und Ausländer,Oberschule,Anzahl,SR030,-
Statistische Region Braunschweig,2020,Deutsche,Gymnasium,Anzahl,SR031,5136
Statistische Region Hannover,2020,Deutsche,Gymnasium,Anzahl,SR032,6832
Statistische Region Lüneburg,2020,Deutsche,Gymnasium,Anzahl,SR033,5678
Statistische Region Weser-Ems,2020,Deutsche,Gymnasium,Anzahl,SR034,7721
Niedersachsen,2020,Deutsche,Gymnasium,Anzahl,SR030,25367
Statistische Region Braunschweig,2019,Deutsche,Gymnasium,Anzahl,SR031,5167
Statistische Region Hannover,2019,Deutsche,Gymnasium,Anzahl,SR032,7030
Statistische Region Lüneburg,2019,Deutsche,Gymnasium,Anzahl,SR033,5766
Statistische Region Weser-Ems,2019,Deutsche,Gymnasium,Anzahl,SR034,7919
Niedersachsen,2019,Deutsche,Gymnasium,Anzahl,SR030,25882
Statistische Region Braunschweig,2018,Deutsche,Gymnasium,Anzahl,SR031,5496
Statistische Region Hannover,2018,Deutsche,Gymnasium,Anzahl,SR032,7927
Statistische Region Lüneburg,2018,Deutsche,Gymnasium,Anzahl,SR033,6490
Statistische Region Weser-Ems,2018,Deutsche,Gymnasium,Anzahl,SR034,8930
Niedersachsen,2018,Deutsche,Gymnasium,Anzahl,SR030,28843
Statistische Region Braunschweig,2017,Deutsche,Gymnasium,Anzahl,SR031,5394
Statistische Region Hannover,2017,Deutsche,Gymnasium,Anzahl,SR032,7922
Statistische Region Lüneburg,2017,Deutsche,Gymnasium,Anzahl,SR033,6726
Statistische Region Weser-Ems,2017,Deutsche,Gymnasium,Anzahl,SR034,8876
Niedersachsen,2017,Deutsche,Gymnasium,Anzahl,SR030,28918
Statistische Region Braunschweig,2016,Deutsche,Gymnasium,Anzahl,SR031,5404
Statistische Region Hannover,2016,Deutsche,Gymnasium,Anzahl,SR032,7807
Statistische Region Lüneburg,2016,Deutsche,Gymnasium,Anzahl,SR033,6375
Statistische Region Weser-Ems,2016,Deutsche,Gymnasium,Anzahl,SR034,8696
Niedersachsen,2016,Deutsche,Gymnasium,Anzahl,SR030,28365
Statistische Region Braunschweig,2015,Deutsche,Gymnasium,Anzahl,SR031,5394
Statistische Region Hannover,2015,Deutsche,Gymnasium,Anzahl,SR032,7832
Statistische Region Lüneburg,2015,Deutsche,Gymnasium,Anzahl,SR033,6581
Statistische Region Weser-Ems,2015,Deutsche,Gymnasium,Anzahl,SR034,8818
Niedersachsen,2015,Deutsche,Gymnasium,Anzahl,SR030,28664
Statistische Region Braunschweig,2014,Deutsche,Gymnasium,Anzahl,SR031,5718
Statistische Region Hannover,2014,Deutsche,Gymnasium,Anzahl,SR032,7851
Statistische Region Lüneburg,2014,Deutsche,Gymnasium,Anzahl,SR033,6681
Statistische Region Weser-Ems,2014,Deutsche,Gymnasium,Anzahl,SR034,8859
Niedersachsen,2014,Deutsche,Gymnasium,Anzahl,SR030,29109
Statistische Region Braunschweig,2013,Deutsche,Gymnasium,Anzahl,SR031,5993
Statistische Region Hannover,2013,Deutsche,Gymnasium,Anzahl,SR032,8151
Statistische Region Lüneburg,2013,Deutsche,Gymnasium,Anzahl,SR033,7043
Statistische Region Weser-Ems,2013,Deutsche,Gymnasium,Anzahl,SR034,9149
Niedersachsen,2013,Deutsche,Gymnasium,Anzahl,SR030,30336
Statistische Region Braunschweig,2012,Deutsche,Gymnasium,Anzahl,SR031,6135
Statistische Region Hannover,2012,Deutsche,Gymnasium,Anzahl,SR032,8408
Statistische Region Lüneburg,2012,Deutsche,Gymnasium,Anzahl,SR033,7321
Statistische Region Weser-Ems,2012,Deutsche,Gymnasium,Anzahl,SR034,9324
Niedersachsen,2012,Deutsche,Gymnasium,Anzahl,SR030,31188
Statistische Region Braunschweig,2011,Deutsche,Gymnasium,Anzahl,SR031,6279
Statistische Region Hannover,2011,Deutsche,Gymnasium,Anzahl,SR032,8736
Statistische Region Lüneburg,2011,Deutsche,Gymnasium,Anzahl,SR033,7580
Statistische Region Weser-Ems,2011,Deutsche,Gymnasium,Anzahl,SR034,9755
Niedersachsen,2011,Deutsche,Gymnasium,Anzahl,SR030,32546
Statistische Region Braunschweig,2010,Deutsche,Gymnasium,Anzahl,SR031,6860
Statistische Region Hannover,2010,Deutsche,Gymnasium,Anzahl,SR032,9063
Statistische Region Lüneburg,2010,Deutsche,Gymnasium,Anzahl,SR033,7841
Statistische Region Weser-Ems,2010,Deutsche,Gymnasium,Anzahl,SR034,10290
Niedersachsen,2010,Deutsche,Gymnasium,Anzahl,SR030,34054
Statistische Region Braunschweig,2005,Deutsche,Gymnasium,Anzahl,SR031,6116
Statistische Region Hannover,2005,Deutsche,Gymnasium,Anzahl,SR032,7820
Statistische Region Lüneburg,2005,Deutsche,Gymnasium,Anzahl,SR033,6699
Statistische Region Weser-Ems,2005,Deutsche,Gymnasium,Anzahl,SR034,8900
Niedersachsen,2005,Deutsche,Gymnasium,Anzahl,SR030,29535
Statistische Region Braunschweig,2020,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR031,333
Statistische Region Hannover,2020,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR032,388
Statistische Region Lüneburg,2020,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR033,213
Statistische Region Weser-Ems,2020,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR034,382
Niedersachsen,2020,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR030,1316
Statistische Region Braunschweig,2019,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR031,259
Statistische Region Hannover,2019,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR032,356
Statistische Region Lüneburg,2019,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR033,168
Statistische Region Weser-Ems,2019,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR034,283
Niedersachsen,2019,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR030,1066
Statistische Region Braunschweig,2018,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR031,229
Statistische Region Hannover,2018,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR032,346
Statistische Region Lüneburg,2018,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR033,179
Statistische Region Weser-Ems,2018,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR034,293
Niedersachsen,2018,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR030,1047
Statistische Region Braunschweig,2017,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR031,250
Statistische Region Hannover,2017,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR032,381
Statistische Region Lüneburg,2017,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR033,168
Statistische Region Weser-Ems,2017,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR034,274
Niedersachsen,2017,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR030,1073
Statistische Region Braunschweig,2016,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR031,218
Statistische Region Hannover,2016,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR032,290
Statistische Region Lüneburg,2016,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR033,147
Statistische Region Weser-Ems,2016,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR034,228
Niedersachsen,2016,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR030,883
Statistische Region Braunschweig,2015,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR031,250
Statistische Region Hannover,2015,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR032,287
Statistische Region Lüneburg,2015,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR033,97
Statistische Region Weser-Ems,2015,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR034,195
Niedersachsen,2015,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR030,726
Statistische Region Braunschweig,2014,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR031,165
Statistische Region Hannover,2014,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR032,274
Statistische Region Lüneburg,2014,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR033,117
Statistische Region Weser-Ems,2014,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR034,217
Niedersachsen,2014,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR030,773
Statistische Region Braunschweig,2013,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR031,164
Statistische Region Hannover,2013,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR032,360
Statistische Region Lüneburg,2013,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR033,95
Statistische Region Weser-Ems,2013,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR034,218
Niedersachsen,2013,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR030,837
Statistische Region Braunschweig,2012,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR031,179
Statistische Region Hannover,2012,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR032,407
Statistische Region Lüneburg,2012,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR033,117
Statistische Region Weser-Ems,2012,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR034,202
Niedersachsen,2012,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR030,905
Statistische Region Braunschweig,2011,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR031,189
Statistische Region Hannover,2011,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR032,443
Statistische Region Lüneburg,2011,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR033,138
Statistische Region Weser-Ems,2011,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR034,243
Niedersachsen,2011,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR030,1013
Statistische Region Braunschweig,2010,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR031,210
Statistische Region Hannover,2010,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR032,411
Statistische Region Lüneburg,2010,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR033,135
Statistische Region Weser-Ems,2010,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR034,230
Niedersachsen,2010,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR030,986
Statistische Region Braunschweig,2005,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR031,196
Statistische Region Hannover,2005,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR032,496
Statistische Region Lüneburg,2005,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR033,131
Statistische Region Weser-Ems,2005,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR034,238
Niedersachsen,2005,Ausländerinnen und Ausländer,Gymnasium,Anzahl,SR030,1061
Statistische Region Braunschweig,2020,Deutsche,Integrierte Gesamtschule,Anzahl,SR031,3326
Statistische Region Hannover,2020,Deutsche,Integrierte Gesamtschule,Anzahl,SR032,6108
Statistische Region Lüneburg,2020,Deutsche,Integrierte Gesamtschule,Anzahl,SR033,3298
Statistische Region Weser-Ems,2020,Deutsche,Integrierte Gesamtschule,Anzahl,SR034,3919
Niedersachsen,2020,Deutsche,Integrierte Gesamtschule,Anzahl,SR030,16651
Statistische Region Braunschweig,2019,Deutsche,Integrierte Gesamtschule,Anzahl,SR031,3468
Statistische Region Hannover,2019,Deutsche,Integrierte Gesamtschule,Anzahl,SR032,6204
Statistische Region Lüneburg,2019,Deutsche,Integrierte Gesamtschule,Anzahl,SR033,3360
Statistische Region Weser-Ems,2019,Deutsche,Integrierte Gesamtschule,Anzahl,SR034,3891
Niedersachsen,2019,Deutsche,Integrierte Gesamtschule,Anzahl,SR030,16923
Statistische Region Braunschweig,2018,Deutsche,Integrierte Gesamtschule,Anzahl,SR031,2866
Statistische Region Hannover,2018,Deutsche,Integrierte Gesamtschule,Anzahl,SR032,3885
Statistische Region Lüneburg,2018,Deutsche,Integrierte Gesamtschule,Anzahl,SR033,1892
Statistische Region Weser-Ems,2018,Deutsche,Integrierte Gesamtschule,Anzahl,SR034,2840
Niedersachsen,2018,Deutsche,Integrierte Gesamtschule,Anzahl,SR030,11483
Statistische Region Braunschweig,2017,Deutsche,Integrierte Gesamtschule,Anzahl,SR031,2866
Statistische Region Hannover,2017,Deutsche,Integrierte Gesamtschule,Anzahl,SR032,3899
Statistische Region Lüneburg,2017,Deutsche,Integrierte Gesamtschule,Anzahl,SR033,1816
Statistische Region Weser-Ems,2017,Deutsche,Integrierte Gesamtschule,Anzahl,SR034,2706
Niedersachsen,2017,Deutsche,Integrierte Gesamtschule,Anzahl,SR030,11287
Statistische Region Braunschweig,2016,Deutsche,Integrierte Gesamtschule,Anzahl,SR031,2606
Statistische Region Hannover,2016,Deutsche,Integrierte Gesamtschule,Anzahl,SR032,3437
Statistische Region Lüneburg,2016,Deutsche,Integrierte Gesamtschule,Anzahl,SR033,1610
Statistische Region Weser-Ems,2016,Deutsche,Integrierte Gesamtschule,Anzahl,SR034,2489
Niedersachsen,2016,Deutsche,Integrierte Gesamtschule,Anzahl,SR030,10142
Statistische Region Braunschweig,2015,Deutsche,Integrierte Gesamtschule,Anzahl,SR031,2591
Statistische Region Hannover,2015,Deutsche,Integrierte Gesamtschule,Anzahl,SR032,3205
Statistische Region Lüneburg,2015,Deutsche,Integrierte Gesamtschule,Anzahl,SR033,1499
Statistische Region Weser-Ems,2015,Deutsche,Integrierte Gesamtschule,Anzahl,SR034,2723
Niedersachsen,2015,Deutsche,Integrierte Gesamtschule,Anzahl,SR030,10018
Statistische Region Braunschweig,2014,Deutsche,Integrierte Gesamtschule,Anzahl,SR031,2354
Statistische Region Hannover,2014,Deutsche,Integrierte Gesamtschule,Anzahl,SR032,3242
Statistische Region Lüneburg,2014,Deutsche,Integrierte Gesamtschule,Anzahl,SR033,1084
Statistische Region Weser-Ems,2014,Deutsche,Integrierte Gesamtschule,Anzahl,SR034,2686
Niedersachsen,2014,Deutsche,Integrierte Gesamtschule,Anzahl,SR030,9366
Statistische Region Braunschweig,2013,Deutsche,Integrierte Gesamtschule,Anzahl,SR031,2461
Statistische Region Hannover,2013,Deutsche,Integrierte Gesamtschule,Anzahl,SR032,3160
Statistische Region Lüneburg,2013,Deutsche,Integrierte Gesamtschule,Anzahl,SR033,811
Statistische Region Weser-Ems,2013,Deutsche,Integrierte Gesamtschule,Anzahl,SR034,2505
Niedersachsen,2013,Deutsche,Integrierte Gesamtschule,Anzahl,SR030,8937
Statistische Region Braunschweig,2012,Deutsche,Integrierte Gesamtschule,Anzahl,SR031,1668
Statistische Region Hannover,2012,Deutsche,Integrierte Gesamtschule,Anzahl,SR032,2629
Statistische Region Lüneburg,2012,Deutsche,Integrierte Gesamtschule,Anzahl,SR033,540
Statistische Region Weser-Ems,2012,Deutsche,Integrierte Gesamtschule,Anzahl,SR034,1762
Niedersachsen,2012,Deutsche,Integrierte Gesamtschule,Anzahl,SR030,6599
Statistische Region Braunschweig,2011,Deutsche,Integrierte Gesamtschule,Anzahl,SR031,1205
Statistische Region Hannover,2011,Deutsche,Integrierte Gesamtschule,Anzahl,SR032,1658
Statistische Region Lüneburg,2011,Deutsche,Integrierte Gesamtschule,Anzahl,SR033,383
Statistische Region Weser-Ems,2011,Deutsche,Integrierte Gesamtschule,Anzahl,SR034,1435
Niedersachsen,2011,Deutsche,Integrierte Gesamtschule,Anzahl,SR030,4681
Statistische Region Braunschweig,2010,Deutsche,Integrierte Gesamtschule,Anzahl,SR031,1185
Statistische Region Hannover,2010,Deutsche,Integrierte Gesamtschule,Anzahl,SR032,1643
Statistische Region Lüneburg,2010,Deutsche,Integrierte Gesamtschule,Anzahl,SR033,349
Statistische Region Weser-Ems,2010,Deutsche,Integrierte Gesamtschule,Anzahl,SR034,1315
Niedersachsen,2010,Deutsche,Integrierte Gesamtschule,Anzahl,SR030,4492
Statistische Region Braunschweig,2005,Deutsche,Integrierte Gesamtschule,Anzahl,SR031,1045
Statistische Region Hannover,2005,Deutsche,Integrierte Gesamtschule,Anzahl,SR032,1511
Statistische Region Lüneburg,2005,Deutsche,Integrierte Gesamtschule,Anzahl,SR033,316
Statistische Region Weser-Ems,2005,Deutsche,Integrierte Gesamtschule,Anzahl,SR034,1222
Niedersachsen,2005,Deutsche,Integrierte Gesamtschule,Anzahl,SR030,4094
Statistische Region Braunschweig,2020,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR031,277
Statistische Region Hannover,2020,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR032,881
Statistische Region Lüneburg,2020,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR033,263
Statistische Region Weser-Ems,2020,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR034,293
Niedersachsen,2020,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR030,1714
Statistische Region Braunschweig,2019,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR031,222
Statistische Region Hannover,2019,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR032,753
Statistische Region Lüneburg,2019,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR033,220
Statistische Region Weser-Ems,2019,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR034,258
Niedersachsen,2019,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR030,1453
Statistische Region Braunschweig,2018,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR031,216
Statistische Region Hannover,2018,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR032,435
Statistische Region Lüneburg,2018,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR033,123
Statistische Region Weser-Ems,2018,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR034,167
Niedersachsen,2018,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR030,941
Statistische Region Braunschweig,2017,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR031,157
Statistische Region Hannover,2017,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR032,385
Statistische Region Lüneburg,2017,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR033,89
Statistische Region Weser-Ems,2017,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR034,125
Niedersachsen,2017,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR030,756
Statistische Region Braunschweig,2016,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR031,107
Statistische Region Hannover,2016,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR032,281
Statistische Region Lüneburg,2016,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR033,45
Statistische Region Weser-Ems,2016,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR034,114
Niedersachsen,2016,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR030,547
Statistische Region Braunschweig,2015,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR031,118
Statistische Region Hannover,2015,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR032,291
Statistische Region Lüneburg,2015,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR033,45
Statistische Region Weser-Ems,2015,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR034,75
Niedersachsen,2015,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR030,529
Statistische Region Braunschweig,2014,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR031,91
Statistische Region Hannover,2014,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR032,258
Statistische Region Lüneburg,2014,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR033,34
Statistische Region Weser-Ems,2014,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR034,67
Niedersachsen,2014,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR030,450
Statistische Region Braunschweig,2013,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR031,80
Statistische Region Hannover,2013,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR032,249
Statistische Region Lüneburg,2013,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR033,14
Statistische Region Weser-Ems,2013,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR034,46
Niedersachsen,2013,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR030,389
Statistische Region Braunschweig,2012,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR031,95
Statistische Region Hannover,2012,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR032,244
Statistische Region Lüneburg,2012,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR033,7
Statistische Region Weser-Ems,2012,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR034,26
Niedersachsen,2012,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR030,372
Statistische Region Braunschweig,2011,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR031,66
Statistische Region Hannover,2011,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR032,185
Statistische Region Lüneburg,2011,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR033,1
Statistische Region Weser-Ems,2011,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR034,21
Niedersachsen,2011,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR030,273
Statistische Region Braunschweig,2010,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR031,61
Statistische Region Hannover,2010,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR032,147
Statistische Region Lüneburg,2010,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR033,2
Statistische Region Weser-Ems,2010,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR034,22
Niedersachsen,2010,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR030,232
Statistische Region Braunschweig,2005,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR031,67
Statistische Region Hannover,2005,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR032,141
Statistische Region Lüneburg,2005,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR033,0
Statistische Region Weser-Ems,2005,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR034,42
Niedersachsen,2005,Ausländerinnen und Ausländer,Integrierte Gesamtschule,Anzahl,SR030,250
Statistische Region Braunschweig,2020,Deutsche,Förderschule,Anzahl,SR031,251
Statistische Region Hannover,2020,Deutsche,Förderschule,Anzahl,SR032,281
Statistische Region Lüneburg,2020,Deutsche,Förderschule,Anzahl,SR033,178
Statistische Region Weser-Ems,2020,Deutsche,Förderschule,Anzahl,SR034,528
Niedersachsen,2020,Deutsche,Förderschule,Anzahl,SR030,1238
Statistische Region Braunschweig,2019,Deutsche,Förderschule,Anzahl,SR031,385
Statistische Region Hannover,2019,Deutsche,Förderschule,Anzahl,SR032,512
Statistische Region Lüneburg,2019,Deutsche,Förderschule,Anzahl,SR033,325
Statistische Region Weser-Ems,2019,Deutsche,Förderschule,Anzahl,SR034,979
Niedersachsen,2019,Deutsche,Förderschule,Anzahl,SR030,2201
Statistische Region Braunschweig,2018,Deutsche,Förderschule,Anzahl,SR031,311
Statistische Region Hannover,2018,Deutsche,Förderschule,Anzahl,SR032,498
Statistische Region Lüneburg,2018,Deutsche,Förderschule,Anzahl,SR033,292
Statistische Region Weser-Ems,2018,Deutsche,Förderschule,Anzahl,SR034,754
Niedersachsen,2018,Deutsche,Förderschule,Anzahl,SR030,1855
Statistische Region Braunschweig,2017,Deutsche,Förderschule,Anzahl,SR031,318
Statistische Region Hannover,2017,Deutsche,Förderschule,Anzahl,SR032,476
Statistische Region Lüneburg,2017,Deutsche,Förderschule,Anzahl,SR033,289
Statistische Region Weser-Ems,2017,Deutsche,Förderschule,Anzahl,SR034,859
Niedersachsen,2017,Deutsche,Förderschule,Anzahl,SR030,1942
Statistische Region Braunschweig,2016,Deutsche,Förderschule,Anzahl,SR031,368
Statistische Region Hannover,2016,Deutsche,Förderschule,Anzahl,SR032,591
Statistische Region Lüneburg,2016,Deutsche,Förderschule,Anzahl,SR033,330
Statistische Region Weser-Ems,2016,Deutsche,Förderschule,Anzahl,SR034,954
Niedersachsen,2016,Deutsche,Förderschule,Anzahl,SR030,2243
Statistische Region Braunschweig,2015,Deutsche,Förderschule,Anzahl,SR031,463
Statistische Region Hannover,2015,Deutsche,Förderschule,Anzahl,SR032,595
Statistische Region Lüneburg,2015,Deutsche,Förderschule,Anzahl,SR033,431
Statistische Region Weser-Ems,2015,Deutsche,Förderschule,Anzahl,SR034,1087
Niedersachsen,2015,Deutsche,Förderschule,Anzahl,SR030,2576
Statistische Region Braunschweig,2014,Deutsche,Förderschule,Anzahl,SR031,484
Statistische Region Hannover,2014,Deutsche,Förderschule,Anzahl,SR032,700
Statistische Region Lüneburg,2014,Deutsche,Förderschule,Anzahl,SR033,520
