AGS,Year,Nationalität,Gebietseinheit,GeoCode,Value
4,2020,Deutsche,"Statistische Region Weser-Ems",K034,21317
0,2020,Deutsche,"Niedersachsen",K030,65115
101,2021,Deutsche,"Braunschweig, Stadt",K03101,2211
102,2021,Deutsche,"Salzgitter, Stadt",K03102,835
103,2021,Deutsche,"Wolfsburg, Stadt",K03103,1080
151,2021,Deutsche,"Gifhorn",K03151,1684
153,2021,Deutsche,"Goslar",K03153,800
154,2021,Deutsche,"Helmstedt",K03154,749
155,2021,Deutsche,"Northeim",K03155,1021
157,2021,Deutsche,"Peine",K03157,1271
158,2021,Deutsche,"Wolfenbüttel",K03158,963
159,2021,Deutsche,"Göttingen",K03159,2426
1,2021,Deutsche,"Statistische Region Braunschweig",K031,13040
241,2021,Deutsche,"Hannover  Region",K03241,9775
241001,2021,Deutsche,"dav. Hannover, Lhst.",K03241001,4749
241999,2021,Deutsche,"dav. Hannover, Umland",K03241999,14524
251,2021,Deutsche,"Diepholz",K03251,1852
252,2021,Deutsche,"Hameln-Pyrmont",K03252,1158
254,2021,Deutsche,"Hildesheim",K03254,2170
255,2021,Deutsche,"Holzminden",K03255,501
256,2021,Deutsche,"Nienburg (Weser)",K03256,961
257,2021,Deutsche,"Schaumburg",K03257,1173
2,2021,Deutsche,"Statistische Region Hannover",K032,17590
351,2021,Deutsche,"Celle",K03351,1483
352,2021,Deutsche,"Cuxhaven",K03352,1623
353,2021,Deutsche,"Harburg",K03353,2270
354,2021,Deutsche,"Lüchow-Dannenberg",K03354,318
355,2021,Deutsche,"Lüneburg",K03355,1504
356,2021,Deutsche,"Osterholz",K03356,994
357,2021,Deutsche,"Rotenburg (Wümme)",K03357,1361
358,2021,Deutsche,"Heidekreis",K03358,1135
359,2021,Deutsche,"Stade",K03359,1778
360,2021,Deutsche,"Uelzen",K03360,688
361,2021,Deutsche,"Verden",K03361,1210
3,2021,Deutsche,"Statistische Region Lüneburg",K033,14364
401,2021,Deutsche,"Delmenhorst, Stadt",K03401,636
402,2021,Deutsche,"Emden  Stadt",K03402,337
403,2021,Deutsche,"Oldenburg(Oldb), Stadt",K03403,1396
404,2021,Deutsche,"Osnabrück, Stadt",K03404,1490
405,2021,Deutsche,"Wilhelmshaven, Stadt",K03405,549
451,2021,Deutsche,"Ammerland",K03451,1068
452,2021,Deutsche,"Aurich",K03452,1516
453,2021,Deutsche,"Cloppenburg",K03453,1884
454,2021,Deutsche,"Emsland",K03454,2894
455,2021,Deutsche,"Friesland",K03455,777
456,2021,Deutsche,"Grafschaft Bentheim",K03456,1302
457,2021,Deutsche,"Leer",K03457,1544
458,2021,Deutsche,"Oldenburg",K03458,1164
459,2021,Deutsche,"Osnabrück",K03459,3326
460,2021,Deutsche,"Vechta",K03460,1404
461,2021,Deutsche,"Wesermarsch",K03461,650
462,2021,Deutsche,"Wittmund",K03462,411
4,2021,Deutsche,"Statistische Region Weser-Ems",K034,22348
0,2021,Deutsche,"Niedersachsen",K030,67342
101,2022,Deutsche,"Braunschweig, Stadt",K03101,2050
102,2022,Deutsche,"Salzgitter, Stadt",K03102,751
103,2022,Deutsche,"Wolfsburg, Stadt",K03103,935
151,2022,Deutsche,"Gifhorn",K03151,1567
153,2022,Deutsche,"Goslar",K03153,806
154,2022,Deutsche,"Helmstedt",K03154,660
155,2022,Deutsche,"Northeim",K03155,881
157,2022,Deutsche,"Peine",K03157,1189
158,2022,Deutsche,"Wolfenbüttel",K03158,831
159,2022,Deutsche,"Göttingen",K03159,2282
1,2022,Deutsche,"Statistische Region Braunschweig",K031,11952
241,2022,Deutsche,"Region Hannover",K03241,8802
241001,2022,Deutsche,"dav. Hannover, Lhst.",K03241001,4088
241999,2022,Deutsche,"dav. Hannover, Umland",K03241999,4714
251,2022,Deutsche,"Diepholz",K03251,1708
252,2022,Deutsche,"Hameln-Pyrmont",K03252,1066
254,2022,Deutsche,"Hildesheim",K03254,1938
255,2022,Deutsche,"Holzminden",K03255,495
256,2022,Deutsche,"Nienburg (Weser)",K03256,898
257,2022,Deutsche,"Schaumburg",K03257,1119
2,2022,Deutsche,"Statistische Region Hannover",K032,16026
351,2022,Deutsche,"Celle",K03351,1432
352,2022,Deutsche,"Cuxhaven",K03352,1514
353,2022,Deutsche,"Harburg",K03353,1977
354,2022,Deutsche,"Lüchow-Dannenberg",K03354,309
355,2022,Deutsche,"Lüneburg",K03355,1364
356,2022,Deutsche,"Osterholz",K03356,830
357,2022,Deutsche,"Rotenburg (Wümme)",K03357,1315
358,2022,Deutsche,"Heidekreis",K03358,1066
359,2022,Deutsche,"Stade",K03359,1749
360,2022,Deutsche,"Uelzen",K03360,668
361,2022,Deutsche,"Verden",K03361,1105
3,2022,Deutsche,"Statistische Region Lüneburg",K033,13329
401,2022,Deutsche,"Delmenhorst, Stadt",K03401,556
402,2022,Deutsche,"Emden, Stadt",K03402,325
403,2022,Deutsche,"Oldenburg (Oldb), Stadt",K03403,1302
404,2022,Deutsche,"Osnabrück, Stadt",K03404,1214
405,2022,Deutsche,"Wilhelmshaven, Stadt",K03405,499
451,2022,Deutsche,"Ammerland",K03451,1037
452,2022,Deutsche,"Aurich",K03452,1354
453,2022,Deutsche,"Cloppenburg",K03453,1695
454,2022,Deutsche,"Emsland",K03454,2897
455,2022,Deutsche,"Friesland",K03455,665
456,2022,Deutsche,"Grafschaft Bentheim",K03456,1131
457,2022,Deutsche,"Leer",K03457,1404
458,2022,Deutsche,"Oldenburg",K03458,1082
459,2022,Deutsche,"Osnabrück",K03459,2942
460,2022,Deutsche,"Vechta",K03460,1297
461,2022,Deutsche,"Wesermarsch",K03461,668
462,2022,Deutsche,"Wittmund",K03462,405
4,2022,Deutsche,"Statistische Region Weser-Ems",K034,20473
0,2022,Deutsche,"Niedersachsen",K030,61780
