AGS,Year,Gebietseinheit,Aufenthaltsdauer,Geschlecht,GeoCode,Value
101,2024,"Braunschweig, Stadt",4 - 6,männlich,K03101,1525
102,2024,"Salzgitter, Stadt",4 - 6,männlich,K03102,1060
103,2024,"Wolfsburg, Stadt",4 - 6,männlich,K03103,1170
151,2024,"Gifhorn",4 - 6,männlich,K03151,730
153,2024,"Goslar",4 - 6,männlich,K03153,630
154,2024,"Helmstedt",4 - 6,männlich,K03154,330
155,2024,"Northeim",4 - 6,männlich,K03155,520
157,2024,"Peine",4 - 6,männlich,K03157,605
158,2024,"Wolfenbüttel",4 - 6,männlich,K03158,335
159,2024,"Göttingen",4 - 6,männlich,K03159,1845
1,2024,"Statistische Region Braunschweig",4 - 6,männlich,K031,8750
241,2024,"Region Hannover",4 - 6,männlich,K03241,8620
241001,2024,"dav. Hannover, Lhst.",4 - 6,männlich,K03241001,5330
241999,2024,"dav. Hannover, Umland",4 - 6,männlich,K03241999,3290
251,2024,"Diepholz",4 - 6,männlich,K03251,1050
252,2024,"Hameln-Pyrmont",4 - 6,männlich,K03252,740
254,2024,"Hildesheim",4 - 6,männlich,K03254,1305
255,2024,"Holzminden",4 - 6,männlich,K03255,240
256,2024,"Nienburg (Weser)",4 - 6,männlich,K03256,595
257,2024,"Schaumburg",4 - 6,männlich,K03257,635
2,2024,"Statistische Region Hannover",4 - 6,männlich,K032,13180
351,2024,"Celle",4 - 6,männlich,K03351,620
352,2024,"Cuxhaven",4 - 6,männlich,K03352,560
353,2024,"Harburg",4 - 6,männlich,K03353,1520
354,2024,"Lüchow-Dannenberg",4 - 6,männlich,K03354,170
355,2024,"Lüneburg",4 - 6,männlich,K03355,575
356,2024,"Osterholz",4 - 6,männlich,K03356,330
357,2024,"Rotenburg (Wümme)",4 - 6,männlich,K03357,745
358,2024,"Heidekreis",4 - 6,männlich,K03358,660
359,2024,"Stade",4 - 6,männlich,K03359,1165
360,2024,"Uelzen",4 - 6,männlich,K03360,335
361,2024,"Verden",4 - 6,männlich,K03361,570
3,2024,"Statistische Region Lüneburg",4 - 6,männlich,K033,7250
401,2024,"Delmenhorst, Stadt",4 - 6,männlich,K03401,670
402,2024,"Emden, Stadt",4 - 6,männlich,K03402,345
403,2024,"Oldenburg (Oldb), Stadt",4 - 6,männlich,K03403,970
404,2024,"Osnabrück, Stadt",4 - 6,männlich,K03404,1300
405,2024,"Wilhelmshaven, Stadt",4 - 6,männlich,K03405,575
451,2024,"Ammerland",4 - 6,männlich,K03451,475
452,2024,"Aurich",4 - 6,männlich,K03452,540
453,2024,"Cloppenburg",4 - 6,männlich,K03453,1600
454,2024,"Emsland",4 - 6,männlich,K03454,2900
455,2024,"Friesland",4 - 6,männlich,K03455,225
456,2024,"Grafschaft Bentheim",4 - 6,männlich,K03456,995
457,2024,"Leer",4 - 6,männlich,K03457,945
458,2024,"Oldenburg",4 - 6,männlich,K03458,795
459,2024,"Osnabrück",4 - 6,männlich,K03459,1985
460,2024,"Vechta",4 - 6,männlich,K03460,1155
461,2024,"Wesermarsch",4 - 6,männlich,K03461,405
462,2024,"Wittmund",4 - 6,männlich,K03462,195
4,2024,"Statistische Region Weser-Ems",4 - 6,männlich,K034,16070
0,2024,"Niedersachsen",4 - 6,männlich,,45250
101,2024,"Braunschweig, Stadt",6 - 8,männlich,K03101,1640
102,2024,"Salzgitter, Stadt",6 - 8,männlich,K03102,1425
103,2024,"Wolfsburg, Stadt",6 - 8,männlich,K03103,1130
151,2024,"Gifhorn",6 - 8,männlich,K03151,865
153,2024,"Goslar",6 - 8,männlich,K03153,690
154,2024,"Helmstedt",6 - 8,männlich,K03154,370
155,2024,"Northeim",6 - 8,männlich,K03155,580
157,2024,"Peine",6 - 8,männlich,K03157,695
158,2024,"Wolfenbüttel",6 - 8,männlich,K03158,405
159,2024,"Göttingen",6 - 8,männlich,K03159,1780
1,2024,"Statistische Region Braunschweig",6 - 8,männlich,K031,9590
241,2024,"Region Hannover",6 - 8,männlich,K03241,10215
241001,2024,"dav. Hannover, Lhst.",6 - 8,männlich,K03241001,6360
241999,2024,"dav. Hannover, Umland",6 - 8,männlich,K03241999,3855
251,2024,"Diepholz",6 - 8,männlich,K03251,1170
252,2024,"Hameln-Pyrmont",6 - 8,männlich,K03252,935
254,2024,"Hildesheim",6 - 8,männlich,K03254,1475
255,2024,"Holzminden",6 - 8,männlich,K03255,300
256,2024,"Nienburg (Weser)",6 - 8,männlich,K03256,660
257,2024,"Schaumburg",6 - 8,männlich,K03257,900
2,2024,"Statistische Region Hannover",6 - 8,männlich,K032,15660
351,2024,"Celle",6 - 8,männlich,K03351,810
352,2024,"Cuxhaven",6 - 8,männlich,K03352,605
353,2024,"Harburg",6 - 8,männlich,K03353,1360
354,2024,"Lüchow-Dannenberg",6 - 8,männlich,K03354,155
355,2024,"Lüneburg",6 - 8,männlich,K03355,720
356,2024,"Osterholz",6 - 8,männlich,K03356,280
357,2024,"Rotenburg (Wümme)",6 - 8,männlich,K03357,680
358,2024,"Heidekreis",6 - 8,männlich,K03358,745
359,2024,"Stade",6 - 8,männlich,K03359,1375
360,2024,"Uelzen",6 - 8,männlich,K03360,375
361,2024,"Verden",6 - 8,männlich,K03361,655
3,2024,"Statistische Region Lüneburg",6 - 8,männlich,K033,7760
401,2024,"Delmenhorst, Stadt",6 - 8,männlich,K03401,900
402,2024,"Emden, Stadt",6 - 8,männlich,K03402,410
403,2024,"Oldenburg (Oldb), Stadt",6 - 8,männlich,K03403,1240
404,2024,"Osnabrück, Stadt",6 - 8,männlich,K03404,1490
405,2024,"Wilhelmshaven, Stadt",6 - 8,männlich,K03405,615
451,2024,"Ammerland",6 - 8,männlich,K03451,515
452,2024,"Aurich",6 - 8,männlich,K03452,640
453,2024,"Cloppenburg",6 - 8,männlich,K03453,1605
454,2024,"Emsland",6 - 8,männlich,K03454,3170
455,2024,"Friesland",6 - 8,männlich,K03455,200
456,2024,"Grafschaft Bentheim",6 - 8,männlich,K03456,1190
457,2024,"Leer",6 - 8,männlich,K03457,945
458,2024,"Oldenburg",6 - 8,männlich,K03458,865
459,2024,"Osnabrück",6 - 8,männlich,K03459,2260
460,2024,"Vechta",6 - 8,männlich,K03460,1255
461,2024,"Wesermarsch",6 - 8,männlich,K03461,435
462,2024,"Wittmund",6 - 8,männlich,K03462,165
4,2024,"Statistische Region Weser-Ems",6 - 8,männlich,K034,17890
0,2024,"Niedersachsen",6 - 8,männlich,,50895
101,2024,"Braunschweig, Stadt",8 - 10,männlich,K03101,2225
102,2024,"Salzgitter, Stadt",8 - 10,männlich,K03102,2825
103,2024,"Wolfsburg, Stadt",8 - 10,männlich,K03103,1815
151,2024,"Gifhorn",8 - 10,männlich,K03151,1200
153,2024,"Goslar",8 - 10,männlich,K03153,1175
154,2024,"Helmstedt",8 - 10,männlich,K03154,745
155,2024,"Northeim",8 - 10,männlich,K03155,990
157,2024,"Peine",8 - 10,männlich,K03157,1285
158,2024,"Wolfenbüttel",8 - 10,männlich,K03158,935
159,2024,"Göttingen",8 - 10,männlich,K03159,2775
1,2024,"Statistische Region Braunschweig",8 - 10,männlich,K031,15970
241,2024,"Region Hannover",8 - 10,männlich,K03241,18420
241001,2024,"dav. Hannover, Lhst.",8 - 10,männlich,K03241001,10510
241999,2024,"dav. Hannover, Umland",8 - 10,männlich,K03241999,7910
251,2024,"Diepholz",8 - 10,männlich,K03251,2080
252,2024,"Hameln-Pyrmont",8 - 10,männlich,K03252,2090
254,2024,"Hildesheim",8 - 10,männlich,K03254,2765
255,2024,"Holzminden",8 - 10,männlich,K03255,520
256,2024,"Nienburg (Weser)",8 - 10,männlich,K03256,1470
257,2024,"Schaumburg",8 - 10,männlich,K03257,1450
2,2024,"Statistische Region Hannover",8 - 10,männlich,K032,28795
351,2024,"Celle",8 - 10,männlich,K03351,1825
352,2024,"Cuxhaven",8 - 10,männlich,K03352,1135
353,2024,"Harburg",8 - 10,männlich,K03353,2255
354,2024,"Lüchow-Dannenberg",8 - 10,männlich,K03354,235
355,2024,"Lüneburg",8 - 10,männlich,K03355,1625
356,2024,"Osterholz",8 - 10,männlich,K03356,680
357,2024,"Rotenburg (Wümme)",8 - 10,männlich,K03357,1245
358,2024,"Heidekreis",8 - 10,männlich,K03358,1160
359,2024,"Stade",8 - 10,männlich,K03359,2405
360,2024,"Uelzen",8 - 10,männlich,K03360,635
361,2024,"Verden",8 - 10,männlich,K03361,1410
3,2024,"Statistische Region Lüneburg",8 - 10,männlich,K033,14615
401,2024,"Delmenhorst, Stadt",8 - 10,männlich,K03401,1565
402,2024,"Emden, Stadt",8 - 10,männlich,K03402,780
403,2024,"Oldenburg (Oldb), Stadt",8 - 10,männlich,K03403,2310
404,2024,"Osnabrück, Stadt",8 - 10,männlich,K03404,2595
405,2024,"Wilhelmshaven, Stadt",8 - 10,männlich,K03405,1580
451,2024,"Ammerland",8 - 10,männlich,K03451,1080
452,2024,"Aurich",8 - 10,männlich,K03452,1220
453,2024,"Cloppenburg",8 - 10,männlich,K03453,2245
454,2024,"Emsland",8 - 10,männlich,K03454,3995
455,2024,"Friesland",8 - 10,männlich,K03455,640
456,2024,"Grafschaft Bentheim",8 - 10,männlich,K03456,1400
457,2024,"Leer",8 - 10,männlich,K03457,1710
458,2024,"Oldenburg",8 - 10,männlich,K03458,1225
459,2024,"Osnabrück",8 - 10,männlich,K03459,2595
460,2024,"Vechta",8 - 10,männlich,K03460,1965
461,2024,"Wesermarsch",8 - 10,männlich,K03461,880
462,2024,"Wittmund",8 - 10,männlich,K03462,270
4,2024,"Statistische Region Weser-Ems",8 - 10,männlich,K034,28055
0,2024,"Niedersachsen",8 - 10,männlich,,87440
101,2024,"Braunschweig, Stadt",10 und mehr,männlich,K03101,7100
102,2024,"Salzgitter, Stadt",10 und mehr,männlich,K03102,4500
103,2024,"Wolfsburg, Stadt",10 und mehr,männlich,K03103,5355
151,2024,"Gifhorn",10 und mehr,männlich,K03151,3435
153,2024,"Goslar",10 und mehr,männlich,K03153,2585
154,2024,"Helmstedt",10 und mehr,männlich,K03154,1760
155,2024,"Northeim",10 und mehr,männlich,K03155,2230
157,2024,"Peine",10 und mehr,männlich,K03157,2830
158,2024,"Wolfenbüttel",10 und mehr,männlich,K03158,1850
159,2024,"Göttingen",10 und mehr,männlich,K03159,6815
1,2024,"Statistische Region Braunschweig",10 und mehr,männlich,K031,38465
241,2024,"Region Hannover",10 und mehr,männlich,K03241,51280
241001,2024,"dav. Hannover, Lhst.",10 und mehr,männlich,K03241001,31760
241999,2024,"dav. Hannover, Umland",10 und mehr,männlich,K03241999,19520
251,2024,"Diepholz",10 und mehr,männlich,K03251,4550
252,2024,"Hameln-Pyrmont",10 und mehr,männlich,K03252,4285
254,2024,"Hildesheim",10 und mehr,männlich,K03254,5875
255,2024,"Holzminden",10 und mehr,männlich,K03255,1210
256,2024,"Nienburg (Weser)",10 und mehr,männlich,K03256,2345
257,2024,"Schaumburg",10 und mehr,männlich,K03257,3635
2,2024,"Statistische Region Hannover",10 und mehr,männlich,K032,73180
351,2024,"Celle",10 und mehr,männlich,K03351,3190
352,2024,"Cuxhaven",10 und mehr,männlich,K03352,3390
353,2024,"Harburg",10 und mehr,männlich,K03353,6055
354,2024,"Lüchow-Dannenberg",10 und mehr,männlich,K03354,650
355,2024,"Lüneburg",10 und mehr,männlich,K03355,2670
356,2024,"Osterholz",10 und mehr,männlich,K03356,1620
357,2024,"Rotenburg (Wümme)",10 und mehr,männlich,K03357,2950
358,2024,"Heidekreis",10 und mehr,männlich,K03358,2630
359,2024,"Stade",10 und mehr,männlich,K03359,4565
360,2024,"Uelzen",10 und mehr,männlich,K03360,1195
361,2024,"Verden",10 und mehr,männlich,K03361,2685
3,2024,"Statistische Region Lüneburg",10 und mehr,männlich,K033,31600
401,2024,"Delmenhorst, Stadt",10 und mehr,männlich,K03401,2970
402,2024,"Emden, Stadt",10 und mehr,männlich,K03402,1065
403,2024,"Oldenburg (Oldb), Stadt",10 und mehr,männlich,K03403,3515
404,2024,"Osnabrück, Stadt",10 und mehr,männlich,K03404,5850
405,2024,"Wilhelmshaven, Stadt",10 und mehr,männlich,K03405,1520
451,2024,"Ammerland",10 und mehr,männlich,K03451,1840
452,2024,"Aurich",10 und mehr,männlich,K03452,2405
453,2024,"Cloppenburg",10 und mehr,männlich,K03453,4505
454,2024,"Emsland",10 und mehr,männlich,K03454,9310
455,2024,"Friesland",10 und mehr,männlich,K03455,1070
456,2024,"Grafschaft Bentheim",10 und mehr,männlich,K03456,6565
457,2024,"Leer",10 und mehr,männlich,K03457,3200
458,2024,"Oldenburg",10 und mehr,männlich,K03458,2295
459,2024,"Osnabrück",10 und mehr,männlich,K03459,8510
460,2024,"Vechta",10 und mehr,männlich,K03460,4680
461,2024,"Wesermarsch",10 und mehr,männlich,K03461,1945
462,2024,"Wittmund",10 und mehr,männlich,K03462,545
4,2024,"Statistische Region Weser-Ems",10 und mehr,männlich,K034,61795
0,2024,"Niedersachsen",10 und mehr,männlich,,205040
101,2024,"Braunschweig, Stadt",unter 1,weiblich,K03101,1255
102,2024,"Salzgitter, Stadt",unter 1,weiblich,K03102,580
103,2024,"Wolfsburg, Stadt",unter 1,weiblich,K03103,745
151,2024,"Gifhorn",unter 1,weiblich,K03151,460
153,2024,"Goslar",unter 1,weiblich,K03153,700
154,2024,"Helmstedt",unter 1,weiblich,K03154,300
155,2024,"Northeim",unter 1,weiblich,K03155,315
157,2024,"Peine",unter 1,weiblich,K03157,500
158,2024,"Wolfenbüttel",unter 1,weiblich,K03158,255
159,2024,"Göttingen",unter 1,weiblich,K03159,1470
1,2024,"Statistische Region Braunschweig",unter 1,weiblich,K031,6575
241,2024,"Region Hannover",unter 1,weiblich,K03241,4225
241001,2024,"dav. Hannover, Lhst.",unter 1,weiblich,K03241001,2160
241999,2024,"dav. Hannover, Umland",unter 1,weiblich,K03241999,2065
251,2024,"Diepholz",unter 1,weiblich,K03251,940
252,2024,"Hameln-Pyrmont",unter 1,weiblich,K03252,550
254,2024,"Hildesheim",unter 1,weiblich,K03254,900
255,2024,"Holzminden",unter 1,weiblich,K03255,205
256,2024,"Nienburg (Weser)",unter 1,weiblich,K03256,395
257,2024,"Schaumburg",unter 1,weiblich,K03257,560
2,2024,"Statistische Region Hannover",unter 1,weiblich,K032,7780
351,2024,"Celle",unter 1,weiblich,K03351,500
352,2024,"Cuxhaven",unter 1,weiblich,K03352,495
353,2024,"Harburg",unter 1,weiblich,K03353,1000
354,2024,"Lüchow-Dannenberg",unter 1,weiblich,K03354,125
355,2024,"Lüneburg",unter 1,weiblich,K03355,590
356,2024,"Osterholz",unter 1,weiblich,K03356,230
357,2024,"Rotenburg (Wümme)",unter 1,weiblich,K03357,600
358,2024,"Heidekreis",unter 1,weiblich,K03358,515
359,2024,"Stade",unter 1,weiblich,K03359,770
360,2024,"Uelzen",unter 1,weiblich,K03360,265
361,2024,"Verden",unter 1,weiblich,K03361,490
3,2024,"Statistische Region Lüneburg",unter 1,weiblich,K033,5575
401,2024,"Delmenhorst, Stadt",unter 1,weiblich,K03401,480
402,2024,"Emden, Stadt",unter 1,weiblich,K03402,245
403,2024,"Oldenburg (Oldb), Stadt",unter 1,weiblich,K03403,780
404,2024,"Osnabrück, Stadt",unter 1,weiblich,K03404,880
405,2024,"Wilhelmshaven, Stadt",unter 1,weiblich,K03405,410
451,2024,"Ammerland",unter 1,weiblich,K03451,310
452,2024,"Aurich",unter 1,weiblich,K03452,575
453,2024,"Cloppenburg",unter 1,weiblich,K03453,990
454,2024,"Emsland",unter 1,weiblich,K03454,1820
455,2024,"Friesland",unter 1,weiblich,K03455,200
456,2024,"Grafschaft Bentheim",unter 1,weiblich,K03456,725
457,2024,"Leer",unter 1,weiblich,K03457,635
458,2024,"Oldenburg",unter 1,weiblich,K03458,580
459,2024,"Osnabrück",unter 1,weiblich,K03459,1035
460,2024,"Vechta",unter 1,weiblich,K03460,860
461,2024,"Wesermarsch",unter 1,weiblich,K03461,310
462,2024,"Wittmund",unter 1,weiblich,K03462,185
4,2024,"Statistische Region Weser-Ems",unter 1,weiblich,K034,11020
0,2024,"Niedersachsen",unter 1,weiblich,,30945
101,2024,"Braunschweig, Stadt",1 - 4,weiblich,K03101,4930
102,2024,"Salzgitter, Stadt",1 - 4,weiblich,K03102,2345
103,2024,"Wolfsburg, Stadt",1 - 4,weiblich,K03103,3415
151,2024,"Gifhorn",1 - 4,weiblich,K03151,2425
153,2024,"Goslar",1 - 4,weiblich,K03153,2640
154,2024,"Helmstedt",1 - 4,weiblich,K03154,1530
155,2024,"Northeim",1 - 4,weiblich,K03155,2390
157,2024,"Peine",1 - 4,weiblich,K03157,2215
158,2024,"Wolfenbüttel",1 - 4,weiblich,K03158,1710
159,2024,"Göttingen",1 - 4,weiblich,K03159,6630
1,2024,"Statistische Region Braunschweig",1 - 4,weiblich,K031,30235
241,2024,"Region Hannover",1 - 4,weiblich,K03241,24670
241001,2024,"dav. Hannover, Lhst.",1 - 4,weiblich,K03241001,14060
241999,2024,"dav. Hannover, Umland",1 - 4,weiblich,K03241999,10610
251,2024,"Diepholz",1 - 4,weiblich,K03251,3510
252,2024,"Hameln-Pyrmont",1 - 4,weiblich,K03252,2875
254,2024,"Hildesheim",1 - 4,weiblich,K03254,4675
255,2024,"Holzminden",1 - 4,weiblich,K03255,1180
256,2024,"Nienburg (Weser)",1 - 4,weiblich,K03256,2045
257,2024,"Schaumburg",1 - 4,weiblich,K03257,2590
2,2024,"Statistische Region Hannover",1 - 4,weiblich,K032,41540
351,2024,"Celle",1 - 4,weiblich,K03351,2695
352,2024,"Cuxhaven",1 - 4,weiblich,K03352,2445
353,2024,"Harburg",1 - 4,weiblich,K03353,3545
354,2024,"Lüchow-Dannenberg",1 - 4,weiblich,K03354,750
355,2024,"Lüneburg",1 - 4,weiblich,K03355,3000
356,2024,"Osterholz",1 - 4,weiblich,K03356,1605
357,2024,"Rotenburg (Wümme)",1 - 4,weiblich,K03357,2520
358,2024,"Heidekreis",1 - 4,weiblich,K03358,2370
359,2024,"Stade",1 - 4,weiblich,K03359,3860
360,2024,"Uelzen",1 - 4,weiblich,K03360,1470
361,2024,"Verden",1 - 4,weiblich,K03361,2005
3,2024,"Statistische Region Lüneburg",1 - 4,weiblich,K033,26260
401,2024,"Delmenhorst, Stadt",1 - 4,weiblich,K03401,1945
402,2024,"Emden, Stadt",1 - 4,weiblich,K03402,1145
403,2024,"Oldenburg (Oldb), Stadt",1 - 4,weiblich,K03403,3535
404,2024,"Osnabrück, Stadt",1 - 4,weiblich,K03404,4205
405,2024,"Wilhelmshaven, Stadt",1 - 4,weiblich,K03405,1600
451,2024,"Ammerland",1 - 4,weiblich,K03451,1785
452,2024,"Aurich",1 - 4,weiblich,K03452,2505
453,2024,"Cloppenburg",1 - 4,weiblich,K03453,3630
454,2024,"Emsland",1 - 4,weiblich,K03454,6555
455,2024,"Friesland",1 - 4,weiblich,K03455,1220
456,2024,"Grafschaft Bentheim",1 - 4,weiblich,K03456,2880
457,2024,"Leer",1 - 4,weiblich,K03457,2470
458,2024,"Oldenburg",1 - 4,weiblich,K03458,1995
459,2024,"Osnabrück",1 - 4,weiblich,K03459,5590
460,2024,"Vechta",1 - 4,weiblich,K03460,2995
461,2024,"Wesermarsch",1 - 4,weiblich,K03461,1420
462,2024,"Wittmund",1 - 4,weiblich,K03462,885
4,2024,"Statistische Region Weser-Ems",1 - 4,weiblich,K034,46355
0,2024,"Niedersachsen",1 - 4,weiblich,,144390
101,2024,"Braunschweig, Stadt",4 - 6,weiblich,K03101,1395
102,2024,"Salzgitter, Stadt",4 - 6,weiblich,K03102,960
103,2024,"Wolfsburg, Stadt",4 - 6,weiblich,K03103,1110
151,2024,"Gifhorn",4 - 6,weiblich,K03151,650
153,2024,"Goslar",4 - 6,weiblich,K03153,525
154,2024,"Helmstedt",4 - 6,weiblich,K03154,315
155,2024,"Northeim",4 - 6,weiblich,K03155,445
157,2024,"Peine",4 - 6,weiblich,K03157,550
158,2024,"Wolfenbüttel",4 - 6,weiblich,K03158,355
159,2024,"Göttingen",4 - 6,weiblich,K03159,1840
1,2024,"Statistische Region Braunschweig",4 - 6,weiblich,K031,8140
241,2024,"Region Hannover",4 - 6,weiblich,K03241,8060
241001,2024,"dav. Hannover, Lhst.",4 - 6,weiblich,K03241001,4990
241999,2024,"dav. Hannover, Umland",4 - 6,weiblich,K03241999,3070
251,2024,"Diepholz",4 - 6,weiblich,K03251,935
252,2024,"Hameln-Pyrmont",4 - 6,weiblich,K03252,705
254,2024,"Hildesheim",4 - 6,weiblich,K03254,1175
255,2024,"Holzminden",4 - 6,weiblich,K03255,215
256,2024,"Nienburg (Weser)",4 - 6,weiblich,K03256,570
257,2024,"Schaumburg",4 - 6,weiblich,K03257,605
2,2024,"Statistische Region Hannover",4 - 6,weiblich,K032,12260
351,2024,"Celle",4 - 6,weiblich,K03351,665
352,2024,"Cuxhaven",4 - 6,weiblich,K03352,495
353,2024,"Harburg",4 - 6,weiblich,K03353,1125
354,2024,"Lüchow-Dannenberg",4 - 6,weiblich,K03354,130
355,2024,"Lüneburg",4 - 6,weiblich,K03355,580
356,2024,"Osterholz",4 - 6,weiblich,K03356,305
357,2024,"Rotenburg (Wümme)",4 - 6,weiblich,K03357,655
358,2024,"Heidekreis",4 - 6,weiblich,K03358,560
359,2024,"Stade",4 - 6,weiblich,K03359,1030
360,2024,"Uelzen",4 - 6,weiblich,K03360,330
361,2024,"Verden",4 - 6,weiblich,K03361,520
3,2024,"Statistische Region Lüneburg",4 - 6,weiblich,K033,6400
401,2024,"Delmenhorst, Stadt",4 - 6,weiblich,K03401,685
402,2024,"Emden, Stadt",4 - 6,weiblich,K03402,325
403,2024,"Oldenburg (Oldb), Stadt",4 - 6,weiblich,K03403,975
404,2024,"Osnabrück, Stadt",4 - 6,weiblich,K03404,1270
405,2024,"Wilhelmshaven, Stadt",4 - 6,weiblich,K03405,480
451,2024,"Ammerland",4 - 6,weiblich,K03451,440
452,2024,"Aurich",4 - 6,weiblich,K03452,485
453,2024,"Cloppenburg",4 - 6,weiblich,K03453,1300
454,2024,"Emsland",4 - 6,weiblich,K03454,2295
455,2024,"Friesland",4 - 6,weiblich,K03455,235
456,2024,"Grafschaft Bentheim",4 - 6,weiblich,K03456,865
457,2024,"Leer",4 - 6,weiblich,K03457,835
458,2024,"Oldenburg",4 - 6,weiblich,K03458,690
459,2024,"Osnabrück",4 - 6,weiblich,K03459,1760
460,2024,"Vechta",4 - 6,weiblich,K03460,1115
461,2024,"Wesermarsch",4 - 6,weiblich,K03461,335
462,2024,"Wittmund",4 - 6,weiblich,K03462,195
4,2024,"Statistische Region Weser-Ems",4 - 6,weiblich,K034,14285
0,2024,"Niedersachsen",4 - 6,weiblich,,41090
101,2024,"Braunschweig, Stadt",6 - 8,weiblich,K03101,1350
102,2024,"Salzgitter, Stadt",6 - 8,weiblich,K03102,1330
103,2024,"Wolfsburg, Stadt",6 - 8,weiblich,K03103,1030
151,2024,"Gifhorn",6 - 8,weiblich,K03151,715
153,2024,"Goslar",6 - 8,weiblich,K03153,640
154,2024,"Helmstedt",6 - 8,weiblich,K03154,330
155,2024,"Northeim",6 - 8,weiblich,K03155,510
157,2024,"Peine",6 - 8,weiblich,K03157,630
158,2024,"Wolfenbüttel",6 - 8,weiblich,K03158,405
159,2024,"Göttingen",6 - 8,weiblich,K03159,1720
1,2024,"Statistische Region Braunschweig",6 - 8,weiblich,K031,8660
241,2024,"Region Hannover",6 - 8,weiblich,K03241,9470
241001,2024,"dav. Hannover, Lhst.",6 - 8,weiblich,K03241001,5770
241999,2024,"dav. Hannover, Umland",6 - 8,weiblich,K03241999,3700
251,2024,"Diepholz",6 - 8,weiblich,K03251,1220
252,2024,"Hameln-Pyrmont",6 - 8,weiblich,K03252,955
254,2024,"Hildesheim",6 - 8,weiblich,K03254,1335
255,2024,"Holzminden",6 - 8,weiblich,K03255,265
256,2024,"Nienburg (Weser)",6 - 8,weiblich,K03256,550
257,2024,"Schaumburg",6 - 8,weiblich,K03257,785
2,2024,"Statistische Region Hannover",6 - 8,weiblich,K032,14585
351,2024,"Celle",6 - 8,weiblich,K03351,780
352,2024,"Cuxhaven",6 - 8,weiblich,K03352,560
353,2024,"Harburg",6 - 8,weiblich,K03353,1030
354,2024,"Lüchow-Dannenberg",6 - 8,weiblich,K03354,145
355,2024,"Lüneburg",6 - 8,weiblich,K03355,760
356,2024,"Osterholz",6 - 8,weiblich,K03356,310
357,2024,"Rotenburg (Wümme)",6 - 8,weiblich,K03357,660
358,2024,"Heidekreis",6 - 8,weiblich,K03358,685
359,2024,"Stade",6 - 8,weiblich,K03359,1245
360,2024,"Uelzen",6 - 8,weiblich,K03360,335
361,2024,"Verden",6 - 8,weiblich,K03361,575
3,2024,"Statistische Region Lüneburg",6 - 8,weiblich,K033,7080
401,2024,"Delmenhorst, Stadt",6 - 8,weiblich,K03401,825
402,2024,"Emden, Stadt",6 - 8,weiblich,K03402,300
403,2024,"Oldenburg (Oldb), Stadt",6 - 8,weiblich,K03403,1305
404,2024,"Osnabrück, Stadt",6 - 8,weiblich,K03404,1355
405,2024,"Wilhelmshaven, Stadt",6 - 8,weiblich,K03405,545
451,2024,"Ammerland",6 - 8,weiblich,K03451,510
452,2024,"Aurich",6 - 8,weiblich,K03452,555
453,2024,"Cloppenburg",6 - 8,weiblich,K03453,1320
454,2024,"Emsland",6 - 8,weiblich,K03454,2300
455,2024,"Friesland",6 - 8,weiblich,K03455,200
456,2024,"Grafschaft Bentheim",6 - 8,weiblich,K03456,995
457,2024,"Leer",6 - 8,weiblich,K03457,745
458,2024,"Oldenburg",6 - 8,weiblich,K03458,720
459,2024,"Osnabrück",6 - 8,weiblich,K03459,1875
460,2024,"Vechta",6 - 8,weiblich,K03460,1165
461,2024,"Wesermarsch",6 - 8,weiblich,K03461,380
462,2024,"Wittmund",6 - 8,weiblich,K03462,160
4,2024,"Statistische Region Weser-Ems",6 - 8,weiblich,K034,15255
0,2024,"Niedersachsen",6 - 8,weiblich,,45585
101,2024,"Braunschweig, Stadt",8 - 10,weiblich,K03101,1625
102,2024,"Salzgitter, Stadt",8 - 10,weiblich,K03102,2125
103,2024,"Wolfsburg, Stadt",8 - 10,weiblich,K03103,1165
151,2024,"Gifhorn",8 - 10,weiblich,K03151,810
153,2024,"Goslar",8 - 10,weiblich,K03153,910
154,2024,"Helmstedt",8 - 10,weiblich,K03154,505
155,2024,"Northeim",8 - 10,weiblich,K03155,760
157,2024,"Peine",8 - 10,weiblich,K03157,1035
158,2024,"Wolfenbüttel",8 - 10,weiblich,K03158,660
159,2024,"Göttingen",8 - 10,weiblich,K03159,2050
1,2024,"Statistische Region Braunschweig",8 - 10,weiblich,K031,11645
