Year,Gebietseinheit,Migrationshintergrund,Geocode,Value
im engeren Sinne,K03159,12,27
2013,Wolfenbüttel,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03158,14,18
2013,Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K031,17,72
2013,Hannover  Region,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03241,24,15
2013,   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03241001,30,93
2013,   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03241999,18,42
2013,Diepholz,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03251,13,12
2013,Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03252,19,94
2013,Hildesheim,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03254,17,49
2013,Holzminden,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03255,7,82
2013,Nienburg (Weser),Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03256,15,5
2013,Schaumburg,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03257,13,21
2013,Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K032,20,03
2013,Celle,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03351,16,99
2013,Cuxhaven,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03352,13,19
2013,Harburg,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03353,12,62
2013,Lüchow-Dannenberg / Uelzen,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03354360,9,38
2013,Lüneburg,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03355,12,68
2013,Osterholz,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03356,7,04
2013,Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03357,10,14
2013,Heidekreis,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03358,18,16
2013,Stade,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03359,10,41
2013,Verden,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03361,21,13
2013,Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K033,13,24
2013,Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03401,23,07
2013,Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03402457,14,85
2013,Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03403,14,31
2013,Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03404,30,54
2013,Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03405,16,39
2013,Ammerland,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03451,6,75
2013,Aurich,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03452,9,17
2013,Cloppenburg,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03453,26,17
2013,Emsland,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03454,17,17
2013,Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03455462,6,53
2013,Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03456,22,75
2013,Oldenburg,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03458,10,86
2013,Osnabrück,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03459,21,78
2013,Vechta,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03460,20,84
2013,Wesermarsch,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03461,13,45
2013,Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K034,17,44
2013,Niedersachsen,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K030,17,29
2012,Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03101,20,55
2012,Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03102,25,44
2012,Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03103,35,95
2012,Gifhorn,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03151,21,35
2012,Goslar,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03153,10,14
2012,Helmstedt,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03154,9,86
2012,Northeim,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03155,8,9
2012,Peine,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03157,14,55
2012,Göttingen,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03159,12,26
2012,Wolfenbüttel,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03158,13,65
2012,Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K031,16,88
2012,Hannover  Region,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03241,23,24
2012,   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03241001,28,87
2012,   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03241999,18,49
2012,Diepholz,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03251,13,24
2012,Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03252,17,51
2012,Hildesheim,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03254,16,01
2012,Holzminden,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03255,9,39
2012,Nienburg (Weser),Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03256,17,07
2012,Schaumburg,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03257,12,8
2012,Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K032,19,25
2012,Celle,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03351,13,05
2012,Cuxhaven,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03352,11,47
2012,Harburg,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03353,12,54
2012,Lüchow-Dannenberg / Uelzen,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03354360,10,25
2012,Lüneburg,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03355,11,04
2012,Osterholz,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03356,5,61
2012,Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03357,14,89
2012,Heidekreis,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03358,17,37
2012,Stade,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03359,9,95
2012,Verden,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03361,17,36
2012,Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K033,12,37
2012,Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03401,24,94
2012,Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03402457,10,08
2012,Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03403,16,08
2012,Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03404,28,16
2012,Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03405,14,19
2012,Ammerland,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03451,11,71
2012,Aurich,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03452,8,46
2012,Cloppenburg,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03453,25,8
2012,Emsland,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03454,18,59
2012,Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03455462,5,69
2012,Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03456,22,57
2012,Oldenburg,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03458,9,83
2012,Osnabrück,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03459,21,71
2012,Vechta,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03460,22,56
2012,Wesermarsch,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03461,15,23
2012,Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K034,17,34
2012,Niedersachsen,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K030,16,7
2011,Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03101,19,8
2011,Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03102,22,75
2011,Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03103,30,31
2011,Gifhorn,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03151,19,43
2011,Goslar,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03153,11,8
2011,Helmstedt,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03154,8,96
2011,Northeim,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03155,9,42
2011,Peine,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03157,15,46
2011,Göttingen,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03159,12,99
2011,Wolfenbüttel,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03158,13,99
2011,Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K031,16,24
2011,Hannover  Region,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03241,22,66
2011,   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03241001,28,57
2011,   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03241999,17,67
2011,Diepholz,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03251,12,72
2011,Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03252,14,03
2011,Hildesheim,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03254,16,04
2011,Holzminden,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03255,9,36
2011,Nienburg (Weser),Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03256,17,23
2011,Schaumburg,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03257,16,41
2011,Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K032,18,95
2011,Celle,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03351,13,83
2011,Cuxhaven,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03352,11,71
2011,Harburg,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03353,10,95
2011,Lüchow-Dannenberg / Uelzen,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03354360,12,19
2011,Lüneburg,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03355,9,03
2011,Osterholz,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03356,5,51
2011,Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03357,12,26
2011,Heidekreis,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03358,12,87
2011,Stade,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03359,11,07
2011,Verden,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03361,16,52
2011,Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K033,11,64
2011,Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03401,24,05
2011,Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03402457,11,93
2011,Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03403,16,12
2011,Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03404,25,01
2011,Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03405,12,46
2011,Ammerland,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03451,13,52
2011,Aurich,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03452,7,09
2011,Cloppenburg,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03453,25,16
2011,Emsland,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03454,19,83
2011,Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03455462,5,68
2011,Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03456,22,46
2011,Oldenburg,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03458,8,89
2011,Osnabrück,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03459,20,65
2011,Vechta,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03460,25,34
2011,Wesermarsch,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K03461,14,97
2011,Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K034,17,24
2011,Niedersachsen,Anteil der Personen mit Migrationshintergrund 
im engeren Sinne,K030,16,3
