Year,Gebietseinheit,Migrationshintergrund,Geocode,Value
Verden,Anteil der Personen mit Migrationshintergrund ,,,
K03361,16,52,,
Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund ,,,
K033,11,64,,
Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03401,24,05,,
Emden  Stadt / Leer,Anteil der Personen mit Migrationshintergrund ,,,
K03402457,11,93,,
Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03403,16,12,,
Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03404,25,01,,
Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund ,,,
K03405,12,46,,
Ammerland,Anteil der Personen mit Migrationshintergrund ,,,
K03451,13,52,,
Aurich,Anteil der Personen mit Migrationshintergrund ,,,
K03452,7,09,,
Cloppenburg,Anteil der Personen mit Migrationshintergrund ,,,
K03453,25,16,,
Emsland,Anteil der Personen mit Migrationshintergrund ,,,
K03454,19,83,,
Friesland / Wittmund,Anteil der Personen mit Migrationshintergrund ,,,
K03455462,5,68,,
Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund ,,,
K03456,22,46,,
Oldenburg,Anteil der Personen mit Migrationshintergrund ,,,
K03458,8,89,,
Osnabrück,Anteil der Personen mit Migrationshintergrund ,,,
K03459,20,65,,
Vechta,Anteil der Personen mit Migrationshintergrund ,,,
K03460,25,34,,
Wesermarsch,Anteil der Personen mit Migrationshintergrund ,,,
K03461,14,97,,
Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund ,,,
K034,17,24,,
Niedersachsen,Anteil der Personen mit Migrationshintergrund ,,,
K030,16,3,,
